link;x;y;drtVehicles
-36944882#2;795186.215;5829508.220000001;7
-63013460;800827.0;5825996.645;2
-112041021#0;801056.0900000001;5829899.9;1
112442381#0;792727.755;5826137.83;2
24912614#6;794862.605;5825992.79;2
-4618708;795689.665;5825409.5600000005;2
24912614#3;794990.47;5825961.385;2
-98996700;792273.9450000001;5826584.41;1
-813947554#0;793752.53;5825357.11;4
28312386#0;802179.075;5829164.98;1
-506732317;797995.2949999999;5829445.23;2
-4763489;792396.61;5828047.484999999;1
-4618705;795363.915;5825314.95;5
-1056888347;797322.1599999999;5824006.975;8
-1054727262;801048.925;5827362.35;1
548994094;797058.135;5823058.625;1
-148176599;801629.88;5825316.855;1
1101072353#0;793062.825;5826091.79;1
-4437141;792724.0549999999;5825182.295;2
-175152917#2;797080.925;5830445.48;5
-53190775;795588.3200000001;5829232.380000001;2
-1124139097;802984.51;5827550.725;2
4790801;799525.085;5828244.35;1
-297060623;801304.7050000001;5822910.945;2
-49850635;797525.485;5825851.275;7
-12307403;796422.765;5824069.9350000005;1
30711173;801914.995;5826670.105;3
-4437139;793273.97;5825145.9;1
-1100646881;797806.785;5830246.18;2
-1079386620#2;797237.51;5827209.515000001;3
-4437135;793015.345;5825127.645;3
-4763465;793140.86;5828558.5;7
-722013098;797478.745;5823954.4350000005;1
-9188885#0;802261.87;5824441.75;5
-814007277;793579.78;5825237.775;1
-10749417;794928.26;5823424.305;2
-4402014#2;797505.585;5827406.865;2
-24772538#1;802341.675;5828522.73;2
-1024040653#0;794177.765;5823810.795;3
-128276157;800255.79;5825461.95;2
-34562076#1;803168.285;5828056.105;2
4449439#0;794058.8300000001;5825194.1850000005;2
-34562076#3;803152.72;5827952.055;1
-51175673#0;802330.8300000001;5825405.855;1
520229597;796841.565;5829561.645;1
169738742#0;798947.05;5825596.595000001;1
151523924#0;794345.3400000001;5825917.58;3
-790444789#1;798707.96;5823948.665;3
-4495005;800343.74;5824881.63;1
-316749679;802815.6;5826841.125;3
-1083506538;801325.475;5827942.96;1
-465418104#3;797867.865;5829282.09;1
-37764670#2;793731.385;5826474.859999999;1
-176273730#2;797041.5549999999;5827663.295;4
-99868994;798788.1699999999;5824169.9350000005;3
-1101189220#1;791526.38;5825644.665;4
-1052675228;798977.67;5829222.135;3
37116781;792471.095;5826374.465;1
-480722136#2;794295.05;5825541.4350000005;2
318888122#0;794726.075;5825513.665;1
-188467885#2;794571.19;5827805.885;2
-1042407361;796690.895;5824441.755;8
-10749447;794906.155;5823556.91;1
-30855948#2;798411.64;5830170.665;2
4592292;794544.575;5829338.81;2
4615217#0;801101.025;5829746.63;1
807043983;790897.84;5827907.29;11
776782787#0;800326.365;5823690.46;3
-1056631475#0;801212.0249999999;5826978.58;3
1101137947#0;794645.05;5826058.83;2
-312651885;797976.895;5828892.77;1
-784891746#2;791808.5800000001;5824810.105;1
-24772627#2;802400.78;5828548.779999999;2
-1054762290#1;801156.0349999999;5827505.96;1
-4603390#1;796031.575;5823645.62;4
-155594984#0;800933.4099999999;5822545.66;2
155605276#1;801447.5549999999;5824193.550000001;3
-1100646850;797762.595;5830726.145;1
-858659629;801912.87;5823099.045;1
-168943640#2;799338.985;5827516.5;1
-4410148#1;795702.505;5828547.83;5
-4410148#0;795556.27;5828461.115;5
-4618779;796302.215;5825421.074999999;1
-11273911#1;803209.375;5827298.75;1
-47755711;797697.72;5827038.79;1
-267542610;798532.145;5828864.244999999;1
508614987#0;795485.895;5823793.535;1
-4611904#1;798147.3;5824607.109999999;1
-34580834#0;798797.6000000001;5829519.165;2
-4611904#0;798162.065;5824741.43;2
-4370499;791764.1799999999;5825299.295;5
4395589#0;793811.9850000001;5824929.130000001;2
-4618785;796577.115;5825565.33;3
-4410995;795182.365;5829153.75;1
344594961;799336.3;5827947.140000001;1
151571087;797547.48;5823947.775;3
-44427220;798855.385;5828740.7;1
-25369037#2;791891.75;5825929.529999999;5
-31748765;800174.075;5827549.87;2
183419650;799323.715;5826227.355;1
-4588071;798059.015;5824406.335;1
-40644900;803039.5349999999;5827931.744999999;1
-4495205#2;792108.405;5827110.765000001;3
-4495205#1;791977.73;5827091.34;1
-49405870;798497.45;5826390.3100000005;1
-4495205#0;791847.675;5827071.515000001;1
-6227658#1;797836.72;5828428.405;1
825937639#0;797287.55;5822707.0600000005;1
-4389511#5;791579.8300000001;5824970.98;1
4395950#0;794951.125;5824384.765000001;1
230611053#0;793260.015;5826986.2;2
4395950#4;794941.595;5824614.335;2
-547466005;792528.7050000001;5828746.115;1
-1110752632#1;797346.355;5827118.71;1
52158844#0;796259.04;5824927.455;1
-4588068;798020.86;5824361.195;1
-146911392#2;802649.495;5827965.13;1
-146911392#5;802620.685;5827844.055;1
-1057636474;801116.055;5828007.095;3
-31586811#1;797892.685;5830489.484999999;2
-31586811#0;798026.725;5830560.08;1
-37184616#1;800968.8;5822747.46;1
-4588063;798061.745;5824683.5;1
-4535204#1;794424.8999999999;5823977.0649999995;1
-1110751835#0;797464.82;5827034.390000001;1
246044848;799657.125;5827908.765000001;1
310172810#0;802210.4650000001;5827736.07;2
-43156728#2;798719.1950000001;5827537.785;4
53175869#0;796032.8999999999;5829329.14;2
4380644#0;794503.24;5827905.32;2
-4531816#2;794915.7849999999;5825824.99;3
433867834;795344.915;5827396.35;1
-752856111;796055.585;5829397.425000001;1
-4525751#0;794538.135;5824582.08;1
-36738531#0;801833.79;5823838.9350000005;2
-1102434983;800518.275;5827519.9399999995;3
-174317310;801260.28;5825028.6850000005;1
-1120161880;796808.04;5829601.105;2
-4616320#0;790794.845;5826117.050000001;1
-752856112;796072.115;5829458.635;4
-4616320#1;790928.73;5826240.535;4
-37036260#2;792739.79;5826492.425;3
540264518#0;796105.655;5823756.96;2
299397170;799897.285;5828593.4;2
1101101679#0;793958.2150000001;5826114.525;1
-27244587;798960.275;5824531.345000001;1
-740538839;799970.21;5828036.3;2
715174559#1;793921.29;5825365.495;1
-511855927;803194.29;5827134.9350000005;1
-1057138764;797522.855;5826239.695;2
-1110388546#1;796585.405;5825855.535;2
-722014546#0;797524.65;5823856.025;1
-840875335#0;799729.315;5825022.35;6
-857496078;800988.2350000001;5824322.665;2
1101184951#0;792256.635;5827260.605;1
-4389604#0;793297.645;5824521.145;1
-957237073#3;797910.9650000001;5824579.6899999995;1
730886452#0;798026.985;5831131.27;2
-1092045184;797699.485;5822972.5600000005;2
730886452#1;798109.435;5831143.970000001;1
-13782288#1;792856.245;5823786.075;2
25199263#0;792649.45;5824558.785;1
-1056594138#2;790873.325;5825822.11;9
-374815127;798399.065;5830073.01;1
-28789621;796389.595;5829743.73;5
32937789;796931.345;5825879.465;1
-909825429;797122.105;5826605.59;7
-23248770;802325.395;5826973.6;1
-4616577#0;801815.115;5827553.995;2
-32880447#6;792884.56;5825282.095000001;2
-32880447#2;792715.7949999999;5825312.35;1
172655510#0;795067.37;5823690.66;3
-1115537602#2;792633.1699999999;5826384.455;1
-475530951#0;796830.9199999999;5826299.3100000005;1
-653362839;801870.57;5824077.15;1
188350679;796322.3;5825296.35;1
-1108127004;800794.125;5827556.995;1
4424778#1;795208.74;5828507.12;1
151571084#2;797179.59;5823234.015000001;1
241020236;800730.75;5825632.38;2
-438496646#1;796711.89;5828778.109999999;1
-161755130#0;800143.03;5830369.195;2
-25417786;796274.04;5824584.135;1
46096957;798344.715;5825636.43;1
1112136695#0;793408.21;5825691.295;1
932637371;799802.0249999999;5828184.015000001;1
-27116218;792539.915;5824241.03;1
724621035#8;791918.6799999999;5826203.04;1
1112690569#0;796078.015;5829274.795;2
-170311602;799176.0700000001;5826509.865;3
-1120547802;800310.865;5826166.055;2
-23121445;798486.435;5827887.45;4
1116067499#0;801788.73;5826300.245;1
-163209069#0;793167.65;5826339.545;2
1057545068#0;798331.69;5825590.41;1
4782523#4;800418.4199999999;5829637.984999999;1
30253519#0;799629.2649999999;5824507.42;1
734230432;802060.575;5823449.675;2
4782523#9;800307.53;5829460.965;4
-23755961#1;798183.5249999999;5827116.175;2
10755226#0;796362.3;5825154.48;3
-4571956#2;793945.36;5828200.29;1
490356855#0;793962.225;5825917.405;1
-847103786;798577.44;5828710.01;1
-4446722#2;791647.09;5828430.73;2
-312924130;798958.545;5829289.9;1
-154261296;800984.36;5829400.105;2
-988492907;801674.775;5827987.195;3
-152832868;793174.27;5827349.105;2
-4446722#3;791760.21;5828379.12;1
-1057554996;798359.77;5825790.38;2
-152832871;793111.6950000001;5827206.69;1
-152832873;792991.875;5827260.9350000005;4
-4515895;791374.295;5827197.505;1
1083602357#0;803161.325;5827631.925;1
-4531625#0;795805.025;5824507.9399999995;2
-4531625#3;795586.3049999999;5824456.485;1
-43053691#0;796925.1950000001;5828860.275;3
139746123#1;792080.435;5827343.324999999;1
-22954356;799426.595;5827312.4399999995;2
172274264;800508.1699999999;5825236.865;3
172274263;800318.4650000001;5825324.815;2
-1101190051#1;791169.26;5826597.75;1
-136979778;802108.635;5825039.14;1
370617124#0;800170.61;5827388.205;1
-36954721#3;796647.645;5830473.029999999;1
-4710476#1;797503.12;5823468.390000001;1
-292429056#4;797675.595;5827335.5;2
42732321#0;797628.3049999999;5830814.65;1
-942605588;799835.135;5829320.279999999;3
-29311581;799665.13;5827608.93;1
-284945379;800441.3;5827834.45;1
155605343#0;800863.5700000001;5824278.39;3
4615780#0;801710.435;5828773.18;2
-163839578;797143.915;5823550.14;1
496239503#0;798434.905;5825257.02;1
4679304#4;800064.635;5824436.095000001;4
293931248;799737.3;5828524.76;2
-909009143;800155.1100000001;5828943.91;1
-217527875;794290.5549999999;5827673.965;1
302429255;791659.875;5827691.535;2
932653429;800235.105;5827524.785;2
-931709659;794317.385;5823815.0;2
-4395632#0;793367.345;5825040.625;2
28502861#1;791529.8300000001;5826797.720000001;1
-4395632#1;793355.815;5824799.48;3
-24951393;791098.36;5825125.015;8
-915552431;796028.77;5829166.87;1
-135887713;802230.595;5825183.99;9
238955133#0;800017.8;5830311.095;1
312357351;799188.5800000001;5827824.785;4
-28701037#1;793423.0149999999;5823308.705;2
-65040944#2;798770.495;5826548.0649999995;6
-1056473038#0;791245.815;5827289.855;1
1123184404#0;798202.5549999999;5826933.305;2
-287903610#0;801956.88;5826415.215;1
4611724;798742.02;5827119.88;1
-22874227#2;794817.6699999999;5823884.949999999;1
-4490444#0;792510.29;5823900.545;2
-140498883#0;802239.925;5828128.91;1
-1102937733#0;792217.715;5826490.71;4
32954835#0;794517.54;5827532.85;1
-4616192;801777.655;5828026.09;2
19047484;800552.39;5828620.245;2
-283609053#0;801580.52;5825033.12;1
-1094052276#2;792983.245;5826338.995;2
-172274265;801009.015;5825011.555;1
1092056221;797303.345;5823412.42;4
-8879377#1;793003.1950000001;5827585.98;3
331595237#0;795454.2;5827705.79;1
-68339346#0;793146.72;5825983.845;1
-4500156#2;793699.355;5824263.869999999;4
4397762#1;795221.225;5828245.5600000005;2
-851251671;797770.665;5826438.109999999;3
-32936167#6;794487.015;5824648.21;2
-32936167#7;794419.61;5824638.43;1
-32936167#8;794361.725;5824620.805;1
-1102369988;800056.97;5826650.640000001;2
-32936167#3;794778.155;5824665.470000001;1
-32936167#4;794668.8200000001;5824660.75;1
1124278327#1;799626.87;5825915.885;1
381816900#0;797964.89;5825266.645;2
-175298126#0;797412.47;5829868.140000001;2
-1110415990#2;795858.12;5825284.220000001;2
-175298126#1;797575.5700000001;5829748.19;6
302429264#1;793001.32;5826948.46;2
-1020468803;799623.845;5829486.63;1
-1027272081#2;802470.44;5826773.085;2
-1091805997;797548.375;5823262.8149999995;1
156364562#0;799732.025;5827611.155;1
52414088;791362.9199999999;5826531.99;1
-1107425338;796194.745;5828205.29;1
35373236#0;797782.455;5824719.35;3
370617111#0;800190.85;5827329.9399999995;1
-662410987#0;798084.28;5824355.08;1
-4607070#2;795808.04;5825877.404999999;2
206170865#0;794798.42;5827368.655;8
-881150162#2;801038.415;5824888.945;1
-1089457015;801823.845;5826983.465;2
1113737284;800049.7949999999;5827921.725;1
-4607070#5;795870.46;5826143.625;1
109781892#0;797923.885;5826437.4;1
-662410987#2;798249.175;5824337.16;1
-593051115#1;796097.99;5829153.805;3
-837433796#2;795057.1799999999;5823602.545;1
-17370332;799174.685;5826532.625;3
-343786622;795958.37;5829674.29;5
431356090#0;801119.01;5826618.06;2
-4612696#7;799182.025;5825889.78;1
-62363402;798851.565;5828299.365;3
-71827680;801480.9450000001;5823772.85;3
490347868;792873.4450000001;5825516.3100000005;1
-37995740#1;796336.185;5828873.43;4
-35670765;796501.8049999999;5827801.79;1
-1102323793;791131.1799999999;5827293.975;1
-182859952;794220.485;5829358.88;16
184077626#1;799577.6000000001;5829289.74;4
184077626#0;799391.05;5829378.585;2
-1056633682;792861.81;5826182.825;1
-4492369#2;794228.335;5824942.845;1
-173197451#0;799454.8300000001;5828674.04;3
-164874299#0;797991.315;5826019.855;2
-68576795#4;798269.185;5824616.0;2
-782822228;801802.445;5826563.074999999;2
-169742745;797272.395;5824634.67;5
-782822224;801611.115;5826407.109999999;1
182604676#0;793677.885;5828060.28;1
-936257826;800236.25;5823848.83;3
-168896326#4;792941.2;5827480.154999999;1
-25219761#3;792727.11;5828327.785;2
831694400;798644.525;5827858.880000001;4
-131670629;801721.65;5829285.745;2
1092054121#0;797164.415;5823052.965;1
-1061889510;799843.24;5825799.49;1
-155190261#3;801711.515;5829208.460000001;1
1082673235#0;802117.6699999999;5827578.525;1
32640185#0;799061.015;5824593.755;1
-25178767#3;796880.9299999999;5824770.715;9
-1102369946;798733.77;5827338.5;2
-23485319;793463.7050000001;5824613.08;1
-852542889;802011.5;5825079.295;1
-4397221;794820.015;5826706.415;12
-4410151#1;795746.88;5828309.23;4
-4410151#0;795670.0800000001;5828443.140000001;2
24240246#0;797306.1699999999;5827511.395;1
-1037625693;803078.6;5828139.29;2
-1055091062;801429.085;5827662.050000001;1
981316314#0;794964.21;5825309.66;1
1101062261#0;794152.1599999999;5828454.5;1
-38279333#1;793444.46;5828709.05;2
-1102369975;799419.44;5827050.615;2
-38279333#0;793420.97;5828988.645;3
37287191#4;802155.5349999999;5827609.12;1
-128385259;797751.94;5823057.380000001;1
-75509950#0;800563.645;5825098.65;1
-951803955;801008.645;5823370.24;1
-1102369963;798971.845;5827273.234999999;1
-1102680115;793435.885;5825888.05;1
-4686077;802020.9450000001;5825588.265000001;1
-35551354;801162.345;5822378.925;1
-4686083;801833.94;5825193.800000001;2
-1051634661#1;803116.52;5827440.975;1
-1024034688;798958.995;5828451.92;2
-640466944#2;801237.065;5823877.109999999;1
1096709556#0;800172.915;5829208.945;6
-172321066;795579.225;5827904.85;4
-881927664;802427.795;5827958.09;2
209264198#0;800009.615;5824586.53;3
-24986658#2;797422.44;5825355.3100000005;3
-4531465#1;795169.615;5825137.87;2
-24889513#2;797384.76;5824749.4399999995;2
-31621013#0;792078.115;5826832.640000001;1
-4531465#0;795056.605;5825103.91;2
111327267#2;801363.435;5823949.43;1
-4615744;801211.25;5828431.285;2
-1089457036#2;801947.19;5827188.050000001;1
-137071151;791435.845;5826830.1850000005;1
-4710940#1;796184.745;5823636.71;1
-13853633#0;800051.545;5823161.695;24
-13853633#1;800080.23;5823031.765000001;9
202156994#0;798772.26;5827958.3100000005;1
-4710940#0;796194.76;5823399.6899999995;1
-4396011#5;791529.395;5826372.59;2
-13853633#2;800103.23;5822931.85;8
-13853633#3;800126.72;5822831.04;9
-271049536;801052.25;5827569.785;1
1082168170;792033.9199999999;5825770.125;1
96418273#2;794957.31;5825338.4350000005;1
-1109690564;793840.035;5823525.82;5
-1109690563;793601.145;5823531.285;3
-740848375;798392.8;5829039.855;2
-1101061545#1;795378.375;5827908.68;2
-1069691169#0;800686.8;5828120.359999999;1
155605360#0;800564.995;5823376.82;1
-106819379;798393.81;5824424.385;2
-8094520#2;798065.325;5830872.734999999;3
-24509317;798504.19;5827158.45;2
-1101059960;794826.745;5827967.3149999995;4
-1114731394#0;801833.0449999999;5828697.395;1
-563494116#2;803076.745;5827544.59;2
-19822684;800990.575;5823687.665;1
-4612693;798993.42;5825708.755;1
-186606611#0;802328.105;5823857.045;2
-48303485;799855.4450000001;5828476.904999999;2
-628330888;799519.505;5827727.640000001;2
318668065#0;797931.0700000001;5823984.215;1
-1108046818;800794.575;5828191.56;3
-68135997#2;801051.9850000001;5824285.605;4
-60688536;800416.09;5823532.595000001;1
-4556847#0;792722.8400000001;5827408.27;1
-25278602;801827.655;5827265.550000001;1
437325052#0;791458.6;5828304.965;1
109612319;793029.095;5826791.21;1
-4492017#2;793798.35;5825449.640000001;4
-1101060970;795191.895;5828090.415;6
-973138472;800673.995;5823580.66;1
-432391488;798519.05;5830971.24;7
1082929745;802138.825;5827878.375;2
1117262057;802186.485;5826092.859999999;2
1126244314;798486.825;5827749.800000001;4
-199293592;796231.875;5828160.62;1
-203912352;792556.5349999999;5828912.220000001;10
-4405479;791996.73;5828110.04;1
154048680#0;798099.77;5829956.45;1
-4586185;792265.465;5827514.635;1
160971204#0;796595.105;5826801.555;1
-814944198;801973.325;5826578.99;2
986957330#1;801424.865;5823318.85;1
-4586180;793406.24;5828018.445;5
-33465131;793803.425;5828319.62;3
-36689633;798106.23;5828707.945;7
-1106127828;794118.345;5828185.97;4
-4615784;801661.135;5828477.039999999;1
-22972473#4;797945.51;5827129.664999999;1
-147664191;796202.655;5829658.17;3
-22972473#3;797929.635;5827226.92;1
-22972473#2;797913.75;5827324.215;1
-187956848#0;801270.45;5829883.395;1
-25134073;798647.825;5829812.43;3
-4586176;793100.3049999999;5827984.9399999995;5
-4586177;793140.385;5828046.0;4
-814840750#1;794146.3;5824233.65;1
-4586178;793204.075;5828092.335;1
-4586179;793321.9199999999;5828083.494999999;2
-627841674;801850.865;5823349.915;1
-685610358#1;800818.2849999999;5829573.8149999995;1
-4618828;795560.7949999999;5825706.92;1
-9536457#1;796144.55;5826392.74;1
465382925#0;796467.62;5828634.82;2
-4618825;795742.59;5825620.0;1
-650365503;791547.525;5826712.165;3
32594638#5;797479.495;5823348.035;2
32594638#2;797508.3049999999;5823177.375;3
-858177673;800823.3500000001;5825219.460000001;1
33280073;794071.105;5825966.484999999;1
32594638#1;797493.365;5823176.34;1
35584124#0;790524.1799999999;5826289.68;1
-4615006#0;799914.345;5829523.87;6
-4615006#1;800133.62;5829417.59;1
35584124#1;790491.6699999999;5826141.75;2
-727049333;800752.595;5823555.835;3
-46672258;800314.015;5822800.395;3
-46672257;800457.6699999999;5822835.805;4
-147664165;797092.78;5829964.045;3
-6183487#2;797258.9;5829461.445;6
-328064917#2;797675.19;5825991.195;5
1123020825#0;798023.5800000001;5823972.165;4
-839025945#0;802122.555;5823942.575;1
1083449383#0;800841.7749999999;5827870.3149999995;1
-4618814#1;796184.04;5824650.55;2
-840229275;797857.045;5827264.515000001;2
-44851678;801453.74;5828544.85;1
-849586690;801680.665;5824202.525;1
236092221#0;797483.665;5827541.535;1
-1109632980;796174.4199999999;5824101.695;1
-44851672;801492.6599999999;5828469.745;1
24243530#4;799709.9850000001;5829305.545;1
24243530#3;799747.13;5829430.0600000005;1
1101185242#0;791703.685;5827422.78;1
-459346125#1;792035.58;5827156.345;2
460217103#0;801384.075;5829237.05;1
-137944958;802873.8400000001;5828340.54;1
-566764345;799590.03;5828589.155;2
-273390876;800647.44;5827404.285;2
156132846#0;795955.71;5826218.0;1
-566764344;799499.085;5828545.390000001;1
-1083748511;802604.5800000001;5826951.635;2
-146911405#2;802703.975;5826810.975;2
-146911405#0;802630.22;5826868.27;2
156132846#3;796217.7649999999;5826238.83;2
1100646852#0;797762.75;5830569.465;2
53256982#0;797459.67;5829356.8;2
-4515851;791723.2050000001;5826719.529999999;3
-1109632977;795372.29;5824159.385;1
-1109632978;795204.095;5824121.5600000005;1
-26056008#2;798566.855;5825496.95;3
1097313371;798033.085;5830071.175;2
-337967751#3;796446.39;5824313.465;6
1113400536#1;793430.8200000001;5826569.51;4
-627841675#0;801486.085;5823512.89;1
-1091805063;797560.175;5823752.225;1
31007688#0;793929.9099999999;5825949.665;1
-64455490#0;793064.38;5824233.135;1
-1025365101#1;796989.505;5829391.2;4
1082009643;800319.375;5826479.275;1
-4685800#0;802047.64;5826506.055;1
-1100646993;798202.635;5829417.1;1
153151120#0;795092.22;5825740.109999999;2
-456455656;797571.675;5824019.885;1
-456455655;797659.875;5824024.05;1
42623234#0;800372.185;5824439.41;1
-638688891#0;800565.48;5824682.76;2
-1121097167;800996.075;5826971.975;2
-176043807#6;797214.8500000001;5828228.68;2
-495949631;800636.685;5823718.859999999;1
-176043807#0;797407.595;5828292.35;2
4782478#0;801242.735;5827782.085;1
-4686356#2;799061.08;5825585.6850000005;1
-186214946;797906.25;5825641.99;1
-1057578010;798448.97;5825447.95;1
228498046#0;799890.735;5824772.734999999;3
-155605363#0;801805.22;5823491.59;1
-344233538;797438.31;5823540.865;3
-1050315263;801180.77;5824304.24;1
228498046#4;799665.5549999999;5824859.92;1
169717722#0;798483.48;5829054.725;1
-228498042;800763.205;5824715.465;1
-693612362;797649.605;5823052.645;1
-866658747;799843.14;5825476.635;2
-742839663;801227.3;5824534.135;1
-4442087#5;793942.5900000001;5823934.23;1
-37184615;800739.355;5822816.16;3
-228498044;800728.81;5824885.155;2
-26969523;792672.0;5828204.7;2
-1110380043;793232.435;5827251.49;5
-903119451#0;800698.125;5827723.91;4
-26969526;792767.1;5827870.785;6
-4494956#2;793748.69;5824813.085;1
-1120414698#0;802358.9199999999;5825522.97;1
-1120414698#1;802441.905;5825501.005;2
-540264517;796111.5449999999;5823636.11;1
-25418282;793923.91;5826516.99;3
-540264512;796137.455;5823014.12;3
-4616242;800344.5449999999;5827342.869999999;1
-133615133;800650.655;5824675.66;1
-391493949;796971.69;5823989.42;1
742007349;791266.55;5827461.005;1
-701460341;796234.35;5829144.7;1
-1124394706;802720.46;5827420.855;1
-37776027;801075.485;5824961.475;1
1120993183#1;798364.2450000001;5828384.165;2
-1113584925;802535.8;5827332.845000001;1
832298077;798322.7949999999;5826214.045;1
1105574293#0;797444.985;5826977.295;1
-866658764;799645.5549999999;5825552.625;2
-1091806366;797364.9299999999;5823249.51;1
-840875336#0;799817.85;5824944.9399999995;1
-203910792#0;793366.3400000001;5828882.17;1
-1100646924;797355.4750000001;5830081.285;1
320735759#0;801541.27;5826356.994999999;1
-128266208;801076.715;5826001.285;2
335487059#0;798708.29;5825578.970000001;1
283311190;796798.65;5826081.905;1
-97941787;800918.1;5823705.154999999;1
16095526#0;795279.4199999999;5825861.78;1
-881921235#2;798275.62;5829367.34;1
38596501#0;800826.645;5828371.755;3
334005608;790606.455;5826111.74;3
153151222#0;795075.1;5825774.735;1
-39839436#4;797738.745;5826105.015000001;2
4610476;798022.125;5827998.835;1
-4615500#1;799939.135;5828214.515;1
4610479;798112.365;5827949.855;1
-4389558#0;796410.835;5828720.1;1
-1124764664;797350.865;5824530.025;7
-318124635;799752.75;5827111.6;1
-1124764662;797258.0800000001;5824512.43;1
-4389558#2;796366.125;5828812.055;1
-1124764663;797196.725;5824500.835;2
302429348#0;792161.49;5827280.875;1
-217878976;793740.4299999999;5827656.92;3
-155605274#2;801125.55;5823960.63;3
-1101407463#1;794758.3;5828981.745;1
-1072647749#2;801373.59;5826528.175;1
-312651888#0;797967.63;5828723.654999999;3
10098778#0;793361.085;5823926.3;1
-4515847;792406.085;5827039.43;2
-4615500#0;799835.075;5828255.07;2
-4498148#1;791662.355;5828519.055;1
182106933;797432.71;5829709.895;1
4703556#0;793718.71;5828567.98;5
-1054720881#0;800957.6799999999;5827717.5649999995;2
-28413555#0;795026.285;5825430.05;2
-28340568;792873.625;5826510.955;3
-513152006#0;798473.355;5829833.835;2
1101117429#0;793938.39;5826199.975;1
-66071387#2;798263.78;5826629.545;2
-607986258;792392.6000000001;5827726.41;11
-362325193;794614.16;5824693.484999999;1
-151571083#1;797112.835;5823624.815;3
827455212;797201.49;5823468.965;1
318658545#3;797789.89;5823382.15;12
318658545#0;797799.63;5823167.175000001;6
318658545#6;797781.8;5823572.779999999;6
-1096709555;800379.55;5829130.925000001;2
-447082548#1;795741.755;5825204.425000001;6
4436974#1;791117.645;5826047.455;1
-1096709536;800786.265;5829163.125;6
-1121008013;798242.505;5828515.35;2
-169659241#2;793944.7150000001;5827806.6850000005;2
-163209068#2;793220.255;5826417.91;3
-1039422507;793197.485;5824804.595000001;3
-157669323;796017.72;5828780.925;2
-57128181;793847.68;5827009.324999999;1
424323348;797155.6799999999;5827486.77;2
-28413555#1;795139.785;5825471.695;1
-1110388547#2;796101.885;5825995.595000001;7
-1096709540;800292.8400000001;5829036.355;3
-1096709541;800423.855;5829070.16;1
-785350791#2;801590.905;5823686.105;2
309600209;795397.79;5826302.385;1
309600206;795514.9199999999;5826230.795;1
-1079046936;797212.3799999999;5823557.79;1
-25151919#2;796055.405;5823175.325;5
309600204;795299.87;5826399.16;2
1057632488;801140.91;5828076.715;5
309600202;795278.425;5826413.045;1
-32938436#1;798202.3049999999;5826374.654999999;3
4492368#0;794017.44;5824944.16;1
-657255429#2;800999.98;5824048.45;1
-27093182#0;792810.13;5826606.47;1
-118315143;801862.41;5823197.59;1
-27093182#1;792934.3;5826627.95;1
-12307802#2;796108.2050000001;5824327.475;1
-23755720;798065.715;5826796.92;1
-48907690;795626.155;5825930.205;3
71282500#0;795881.795;5824324.800000001;3
-4471965#2;792398.5;5827972.495;2
-4597404#1;795105.385;5825377.789999999;1
9475895;794583.48;5823729.58;1
-4597404#0;795088.41;5825534.635;1
-1101189749;791439.5900000001;5826468.975;1
-23755718;798231.5149999999;5826823.33;5
-1082303474;801617.4450000001;5826012.8149999995;1
-23755710;798233.895;5826179.8149999995;2
-4396910;796301.79;5829532.43;5
-272972064#0;800831.04;5826982.71;1
4619355#0;797721.1699999999;5824025.125;1
-256922648;802688.5449999999;5828328.935;4
421557818#0;802326.775;5826039.6850000005;3
-265856695;801848.8200000001;5826878.385;1
4437134;792508.22;5825178.125;2
544399004;795803.595;5827254.845000001;33
-155594990#0;801344.99;5822537.895;1
-1064555041;792655.87;5827515.8100000005;1
-328235723;801126.71;5822664.63;3
-192616927;796277.78;5824553.475;2
-4610472#3;797693.75;5828142.66;1
-4619354;796790.15;5823979.8100000005;1
30220744;794533.89;5829153.54;1
-1089726114;797061.485;5825538.79;15
-4531417#1;791781.98;5824646.5649999995;1
-4471965#1;792273.3899999999;5827967.48;1
326546435;799118.38;5830575.945;1
16096289#0;796408.85;5826450.85;2
-458953719;799199.48;5827162.84;2
28528177#0;791178.205;5826120.905;6
-240438953;796374.1799999999;5825789.175000001;3
36337926#0;793560.75;5826900.87;7
147686215;795300.045;5826232.9350000005;1
-41413736#0;793087.745;5827483.035;2
-465376254#3;797657.26;5828080.845;2
4782524#0;800689.3500000001;5830030.395;1
-131333251;800879.53;5824376.404999999;3
-905831845#0;793890.49;5827716.49;1
-905831845#1;793837.5700000001;5827628.32;2
31609650;799959.265;5827442.555;4
168903526;793283.56;5826045.41;1
-4446721#4;791685.94;5828327.595000001;1
-4446721#5;791657.0;5828189.32;1
-4446721#6;791624.145;5828050.96;4
1101185238#0;791670.065;5827623.4;1
-1082327477;801972.085;5826297.28;1
-989197855;793529.845;5824044.645;1
-1082712003;795452.7849999999;5828458.865;2
-4449361#1;792817.17;5823531.385;2
78298214#0;795847.44;5827287.1850000005;10
-4474890#1;792071.905;5824805.6850000005;1
4693555;794493.875;5824126.645;1
1119962276;792535.315;5827139.43;2
-4611862#1;797230.95;5826052.32;3
-4615066#2;800634.765;5829311.865;1
-4615066#3;800549.3200000001;5829191.87;1
714695295#0;800384.055;5824316.595;2
-241886108#1;797332.965;5828991.15;4
-32517164#1;794289.655;5827894.015000001;1
-24813141#0;795402.935;5825042.565;1
