link;x;y;drtVehicles
-461317444#2;795260.125;5834176.359999999;1
-8065010#0;789550.01;5833147.695;7
4588954;798248.8300000001;5831812.859999999;1
-22697142;790976.32;5820220.0600000005;1
334005607;799073.665;5821732.539999999;1
-4689487#0;787790.4299999999;5817861.025;2
-148667007;791798.6499999999;5818875.824999999;1
-43961041#0;813807.2;5826516.6899999995;1
4588955;800196.3;5831647.63;1
4610476;798022.125;5827998.835;1
-1073531797;783533.615;5821316.385;15
-24204607;811700.8200000001;5828452.505;1
529801428#0;793294.835;5818657.32;2
-336567093;804032.755;5828674.24;1
-142893419;803494.95;5833822.745;2
-4999757#3;783373.6950000001;5828276.675;1
-875796572#1;799190.235;5819358.505;1
-145804839;805009.1000000001;5833507.5649999995;1
-281071115#0;794980.065;5830634.76;1
-148082127#0;795035.175;5816355.915;1
-32699658#1;803080.4299999999;5825528.98;2
-126290781;785503.355;5832213.23;2
-148082127#2;794784.415;5816836.904999999;2
-148082127#1;794889.345;5816635.359999999;1
-163507840#0;809343.99;5832827.79;3
-26196586;790497.685;5842036.949999999;7
-118336900#0;788699.495;5817561.55;1
-580045652;802623.35;5834735.005;7
-151353934#1;797024.08;5821178.47;1
23213546#0;793437.415;5829467.54;2
-23913526;808647.325;5819270.995;1
-4802750#0;794446.405;5837235.825;1
-4802750#1;794385.6950000001;5837458.48;1
-1010466602;795604.0349999999;5831160.67;1
4787389#2;803171.6499999999;5831433.425;3
145555841;798157.175;5820264.62;1
-238053683;811897.38;5819712.640000001;2
-152593449#0;798907.4199999999;5814534.09;1
-1009278480;806591.76;5824420.245;2
-178482293;798619.23;5816517.609999999;1
-13252409;805662.8300000001;5821691.38;4
-4788563#0;805852.13;5833977.195;1
377739471#2;795357.825;5831473.15;1
-22733267;787394.495;5817036.145;3
-451545060;802347.15;5816798.13;1
-30082799#3;806461.575;5817597.8149999995;1
-97284856;789663.385;5839209.609999999;5
-148671080#2;791593.8049999999;5819080.145;1
-309998156#1;793435.825;5834720.82;3
24246195;784047.745;5826447.130000001;1
4875990;810743.815;5820308.5;2
-447082548#1;795741.755;5825204.425000001;1
-10945137;803994.125;5840248.9350000005;1
-34375594;794779.145;5823236.87;1
-437156162;791402.425;5816351.5;1
-1051807129#1;791925.905;5818789.635;1
29434388#0;797454.505;5815558.029999999;1
-437156167;791312.24;5816533.380000001;1
-140336718#0;789137.21;5815035.265;1
-23044831;781614.085;5813437.115;1
-879283064;805675.685;5830595.36;1
-140336718#1;789133.335;5815215.955;1
-23044833;781432.04;5813253.69;1
-30264780#11;791862.48;5817468.855;1
-148437524#2;790244.19;5816872.485;1
-335239860;803123.915;5826252.15;2
-148437524#0;790025.1;5816858.79;1
968498218;807848.355;5834142.08;1
-630214745;806754.94;5825542.445;1
-305477583#1;810202.185;5830123.890000001;1
48859720#0;796180.565;5828468.234999999;1
4787389#0;803426.845;5831718.75;1
-142063347#1;801499.6950000001;5833363.0600000005;1
-4689055#4;806065.0349999999;5826842.494999999;1
-1111973872#0;812878.345;5824326.575;1
30124207;789809.765;5819791.225;1
-4678204#0;792588.86;5834317.87;1
309600206;795514.9199999999;5826230.795;1
25418585#0;790709.85;5822668.115;1
461526152#0;797777.49;5827589.72;1
1034737383#0;786524.615;5831608.125;1
-4484272#0;792841.5549999999;5819435.975;1
-482695874;814243.7250000001;5829630.11;1
-195592768;793513.925;5816422.1;3
-133988476;794204.5700000001;5822867.375;1
-5943109;791116.0700000001;5840518.855;1
-253156327#2;813088.38;5824662.805;1
-65937107#0;795609.755;5833700.955;2
-6073950#0;784814.31;5831716.525;1
-23183849;808701.91;5832662.505000001;3
-152046277;809967.4199999999;5820812.77;1
-1105305177#0;813349.27;5821793.59;1
-137928859#0;785558.895;5817870.635;1
-336984257;795939.5449999999;5818771.3100000005;3
-23845949#2;799632.3600000001;5832488.625;1
354907572;794822.95;5821554.3;1
-184119642;789916.265;5818203.61;3
453373585#0;807225.59;5829139.895;1
-152495022#1;809452.4550000001;5816324.1;1
-138624465#0;806692.2;5819353.74;2
-272972064#0;800831.04;5826982.71;1
-142138183#6;796705.655;5833077.615;1
172805536;796997.495;5819600.3149999995;1
-142138183#1;796746.8999999999;5833486.18;1
4687133#0;803833.6599999999;5828899.855;1
-1086616391;805366.165;5833130.74;1
-24047259#2;784530.32;5829307.205;1
544399004;795803.595;5827254.845000001;2
-33927189#2;795503.77;5834335.335;1
-22566537;796515.955;5822481.140000001;1
-4805085#2;792509.2;5839363.575;2
-126053564#1;787620.665;5830327.75;1
-4805085#0;792674.4299999999;5839095.645;1
4525906#0;794568.37;5824121.1850000005;2
-4489210#5;791075.205;5815860.26;1
-4489210#4;790887.48;5815642.75;1
-362479316#0;808119.155;5833963.0;1
-133988497;794965.315;5822412.5649999995;1
-603760087;802861.76;5824229.395;1
-4489210#0;790707.3400000001;5815373.54;1
-660709808#0;791729.995;5836842.79;1
-1089726114;797061.485;5825538.79;3
-37910700;813993.325;5818208.27;42
-481219114;813621.995;5826323.605;1
-1052527295#0;787100.055;5838145.1899999995;2
-4471965#0;792144.365;5827962.33;1
1101066494#0;790304.095;5827308.8100000005;1
-153260688#1;809238.54;5816912.545;1
-22444145#1;785830.7050000001;5837732.41;1
-24210144#0;814749.165;5813719.234999999;2
-30708480;790181.085;5834146.175000001;2
-41413736#3;793285.1399999999;5827368.695;2
-14353318#3;781413.61;5829227.67;1
-801753160#0;789856.245;5815322.1;2
-4535379;793070.4550000001;5822382.140000001;1
-133988483;794147.215;5822885.82;1
-612346737;793695.5900000001;5829198.83;1
36337926#0;793560.75;5826900.87;1
-41413736#0;793087.745;5827483.035;1
-117879323#1;790715.085;5838948.875;1
-37000933#1;783642.105;5826329.734999999;1
-85900650#0;782008.05;5821296.035;11
-152593436#1;798670.8;5813865.175000001;1
-37000933#2;783546.75;5826070.445;1
-13712712#1;791709.955;5821149.855;1
-11009464;803912.6699999999;5837993.210000001;6
-24047259#0;784353.065;5829644.875;3
-154837300#0;798843.5900000001;5816294.545;2
-562166783;784484.7949999999;5832746.635;1
-131333251;800879.53;5824376.404999999;1
-16308412#1;799336.745;5838463.765;1
-16308412#0;799648.3;5838245.81;2
168903526;793283.56;5826045.41;1
62317352#0;784875.175;5815933.3100000005;1
-527299867#2;799214.75;5838163.68;1
-527299867#1;799170.71;5838108.574999999;1
-527299867#0;799064.63;5837946.125;1
-72175227#1;788721.15;5826746.485;3
78298214#0;795847.44;5827287.1850000005;4
-4437197#0;790981.5700000001;5824566.1850000005;2
-176187595;811413.05;5817596.130000001;1
-4437197#3;790977.81;5823988.965;1
-4611862#1;797230.95;5826052.32;1
-198585459#0;805321.58;5826095.0600000005;1
-32196977;790685.315;5829371.65;1
-4792204;797337.825;5818505.545;1
-894048585;796434.125;5826005.885;1
-4595083;796132.705;5830692.455;1
-241886108#1;797332.965;5828991.15;1
-451881691#1;792441.8200000001;5836690.23;1
36828659;793266.8300000001;5835402.395;1
-1100882225;794838.24;5816000.245;2
-4555285#1;787123.8899999999;5826048.36;1
-240113167#1;801138.46;5836076.535;6
-32196978;790312.605;5829271.23;1
4525750#1;794740.815;5823818.484999999;1
-1103880807;795530.8300000001;5830897.140000001;2
-4637947#0;795794.5449999999;5833059.585;1
-758607937;786203.9550000001;5817294.51;2
35765123#3;783084.59;5828594.515;1
-157209168;807669.3200000001;5827562.8149999995;3
-472091207;783981.73;5823018.165;1
178253972;787793.1799999999;5830579.24;1
-37789400#3;807916.14;5824330.045;1
-1051773065#3;790432.31;5833309.74;1
-152466416;808650.145;5817243.165;1
-152466417;807735.56;5816755.02;1
-152466415;808387.705;5817623.67;1
-153617353;800834.725;5813822.635;3
-152466411;809154.8;5817278.105;1
-9562507;790082.2250000001;5833255.484999999;1
-214715843;808892.395;5835066.22;3
-4645235#1;791061.2050000001;5834553.385;1
-4829110#0;799587.335;5816544.8;1
-38279334#0;792874.6699999999;5828597.705;1
-254552426#1;806742.395;5835345.54;1
-18928593;796777.845;5840207.529999999;1
-1116876562;796911.52;5825774.07;1
-4764178#1;797563.435;5833706.355;1
-1101062858#1;793571.25;5828714.62;1
-25706928#0;801169.2050000001;5832818.109999999;1
-35576395#3;786976.785;5837739.895;1
1101201369#0;794571.86;5830710.8149999995;1
-231871431;788544.02;5817274.824999999;2
-946966799#5;793511.725;5817884.470000001;1
-233835642;803487.415;5842837.765000001;7
-306238980;791208.345;5816158.725;1
-24872481#3;810631.625;5825914.705;1
-24872481#7;810725.335;5826375.49;1
-25571785#2;786972.0700000001;5816834.6850000005;2
-282985769#7;800150.52;5815039.385;2
-16417352#1;800348.5;5837616.045;1
26236061;804162.37;5821857.21;1
-4792256;795316.675;5818198.22;1
-24031121;792850.1;5816409.83;1
-11009244#1;804054.72;5838976.6850000005;1
-191362698;808462.065;5831897.91;2
-5047009;786397.1000000001;5838254.08;1
-25219762#0;793087.4550000001;5828279.895;2
-156952496#0;806171.385;5834523.380000001;1
-5047004;786284.2250000001;5837892.0;1
-21421997;780662.2;5820638.46;2
-151354744;797354.635;5820722.95;1
593051116#0;796277.5349999999;5828981.8100000005;2
-24209526;784004.46;5831264.765000001;1
-593504820;804622.38;5830753.03;1
-25219762#3;793403.245;5828217.5;1
-1113560183;803952.485;5827310.35;2
-169753571;797339.23;5822094.975;1
-23398380;781259.785;5828274.625;1
-1118594766;800142.6699999999;5813464.51;1
-152258351#3;818807.15;5820193.855;1
-6082356#1;805199.4299999999;5832806.97;1
-6082356#0;805429.775;5832791.955;1
-35572369;801095.88;5816325.5649999995;3
-220939836#1;812943.7749999999;5826418.625;1
-19605971#2;785713.135;5829218.415;2
-4859820;800501.47;5819988.335;3
-172188625#1;802018.355;5820956.8149999995;1
-143724445;790736.62;5820454.035;2
17267888#0;799185.305;5832060.46;1
-24159916#1;790824.3999999999;5816417.5;1
-297465352#0;792331.255;5824196.165;1
-4804824#1;790337.7949999999;5839189.24;1
-4804824#0;790438.165;5839064.275;1
-4616175#0;793301.38;5819762.04;1
-5047010;786489.795;5838219.65;1
-5047011;786391.9850000001;5838398.045;1
1025851953;799221.6799999999;5827590.8100000005;1
-4894083;795799.6599999999;5826512.8100000005;3
-4571082;787029.13;5816767.27;1
4685620#0;801365.0700000001;5830952.54;1
-152593440;798163.97;5813548.085;1
-214715808;808559.515;5834318.72;1
-27155073#0;797078.385;5836346.77;1
-1120362457;802160.005;5824830.35;1
-82121162;806420.6000000001;5816340.615;2
-22984293#0;800926.37;5837986.915;2
428550556#1;784990.23;5828448.475;1
-54048878#0;812463.74;5819928.38;2
593851959#7;795393.835;5823711.01;2
-24877951#0;805992.7;5822692.720000001;1
-152466464;809042.375;5817240.17;1
-24877951#1;806121.415;5822801.015000001;1
-152434849#0;798893.8;5812426.77;2
-16266732;801390.8200000001;5837235.145;1
-176037629#2;799376.88;5817833.645;1
-25620097;783371.42;5822942.720000001;1
-1071291898;794586.74;5832493.045;2
-152593452;798680.9750000001;5813510.465;1
-234540163;806457.385;5822233.795;1
-11342758#4;797487.275;5824649.109999999;1
-5110667;801552.62;5820946.655;1
-5110666;801900.2;5821135.550000001;1
151570049#0;795342.765;5821882.01;1
-1082710233;808981.58;5817368.115;3
-24969046#0;785257.645;5829118.925000001;1
-1104038489;811946.5449999999;5822132.635;1
1057190073#0;797199.62;5824802.029999999;1
-25312105#1;789630.0549999999;5826082.595;1
-31426205;817282.22;5816896.35;1
-152466434;809556.325;5817462.390000001;4
-964819545;809470.25;5829943.49;1
-367488327;806018.74;5816032.18;1
4556355;786268.04;5831669.54;1
4556354;786261.315;5831655.365;1
4689626#3;808264.065;5828216.324999999;1
-15993901#0;803180.8049999999;5836948.26;1
-14471023#0;789482.4199999999;5815248.445;1
-338691008;789433.9750000001;5828595.9;1
-14471023#2;789705.34;5815283.734999999;1
-26767791#0;795070.985;5816520.289999999;2
-26458015;816734.63;5817165.8149999995;1
-7619035;807463.015;5827379.949999999;4
-4788443#0;804910.4850000001;5833683.574999999;1
-431571652;811881.56;5821149.244999999;2
-4792141#3;797054.015;5817051.7;1
53356541#0;797676.145;5824935.505;2
19002403#0;799181.785;5828468.165;1
-152354570#1;807973.8;5815095.385;1
-24716524#1;786228.31;5838726.3149999995;1
-18928586;796669.5900000001;5840359.275;3
404580768#0;797137.505;5815603.115;4
-25824787;805529.345;5831954.58;1
-906787444#1;803015.225;5833545.395;1
-906787444#0;802735.24;5833511.76;1
-60767069#0;798765.88;5835414.48;2
-172098981;804252.54;5818013.73;1
-24869861#1;805609.115;5824010.17;5
-1040630268;800047.035;5828796.5649999995;2
-24869861#0;805641.47;5824095.055;1
8658135#0;808496.585;5829431.415;1
147615859;789580.485;5818313.93;1
42108305#1;792644.8999999999;5830634.465;4
-160765597#1;800011.235;5814655.050000001;1
-183614209#1;789680.4750000001;5827155.23;2
-136571494;798862.28;5827746.4399999995;1
-4361344;796636.8049999999;5816106.64;1
-4495193#1;791575.59;5828005.455;1
-808254847#5;803682.405;5838499.6899999995;1
-146384541#0;811093.88;5824374.805;1
-24204701;811537.495;5828452.21;3
-808254847#1;804120.26;5838230.855;1
-808254847#0;804300.515;5838122.0600000005;1
4537081#0;792631.315;5832934.945;1
-461514283;810490.06;5820165.66;1
-244919674;810657.745;5828543.415;2
-134833892#3;790975.8300000001;5835448.83;1
-134833892#0;791248.025;5835512.515000001;1
-424145130#1;811173.985;5824375.43;3
-23153987;785651.5800000001;5829365.88;1
37143041#0;783522.9;5829164.605;1
-37906673#3;795541.725;5816088.09;1
-9029272#0;809819.38;5831961.07;1
-9483274#3;808655.155;5829248.07;1
485708958;806096.62;5825427.615;1
-696354580#0;799600.2050000001;5832369.07;1
-65744589;808331.545;5829232.234999999;1
-183269782#0;808672.47;5831515.960000001;1
459346127#0;791862.935;5827247.055;1
-43211274;791069.7150000001;5837248.385;1
-4555237#6;786335.21;5826138.545;1
1078768082#1;795386.8300000001;5828219.79;1
1077567347#0;799163.165;5819939.91;1
42884365#0;797893.97;5823940.130000001;1
-152466467;809068.685;5817674.29;1
-1057185107#2;798807.29;5826398.645;1
823947561;792113.54;5826120.02;1
-148090086#4;796155.2150000001;5815613.465;3
-190964851#0;809305.475;5831700.845000001;1
-4609194;784909.46;5826906.28;1
-4609191;784815.12;5826576.865;1
-25356529;810357.36;5823906.37;1
-34822333#7;794767.255;5820655.98;4
-834757479#1;801986.5549999999;5837041.915;1
-834757479#0;802022.5349999999;5837216.6899999995;2
-312176585;799374.945;5828078.7;1
-951750026#0;791957.25;5839294.54;1
-936880717#0;788976.5449999999;5839534.49;1
-138166311#2;799280.62;5834446.42;1
-138166311#0;799422.885;5834051.300000001;1
617087728#0;782177.7050000001;5828324.84;4
-30193966;812057.725;5817740.85;1
-4581880#1;785928.8;5831586.1;1
-148328408#0;790865.395;5816686.66;1
-4581880#0;785934.915;5831651.14;1
1105574292;797529.7949999999;5827009.33;1
-1115698053;811797.58;5816842.67;3
-34855849;780418.905;5818495.8100000005;3
-214717732#0;807062.75;5815555.13;1
-589685195;799165.54;5820516.445;2
-4804097#1;791436.595;5835358.785;2
-4804097#0;791403.69;5835498.380000001;1
-23483405;808036.815;5820732.175;1
-436632528;794168.605;5818370.265000001;1
-24209621#1;783297.485;5831612.22;1
-4804097#2;791559.51;5835144.445;1
-22875145;791336.925;5815364.390000001;5
-4068168#2;801615.26;5832248.67;2
-4068168#0;801850.005;5832488.535;1
-965938716#0;813284.37;5828684.09;1
-156346040#2;801049.885;5817018.585;1
-206889085;807570.865;5819906.795;2
-23398382#1;781714.505;5828587.805;1
-216169529;806987.035;5821305.675;1
-727189420;789540.5900000001;5835112.23;1
175590193#0;800008.075;5839979.295;11
-65425836;799883.84;5825910.325;2
-28497527;796120.22;5823416.62;2
175590192;800931.3700000001;5836708.02;5
1108304587;796701.29;5827421.97;3
-994863624;793680.9299999999;5826195.505000001;1
-24269275;781796.415;5827889.04;2
-1116851381#0;792102.37;5819038.805;2
-1112174798#0;813835.47;5825459.725;1
-191362777;809654.565;5833033.875;2
-1112174798#1;813686.4199999999;5825227.725;1
4400664;785103.76;5816194.855;3
147476180#2;788736.5549999999;5819579.335;2
1087392571#0;808374.48;5827543.695;2
1062464968#0;799758.87;5814238.415;3
-6058980#0;807797.145;5833702.005;2
-8005155#0;796451.115;5831650.484999999;1
-9861244#1;792253.2849999999;5819784.105;1
-194566371#0;808456.6100000001;5827087.38;1
-4685718;802239.575;5828001.545;1
-52663773;803247.8899999999;5817907.695;1
-150206503;786274.4199999999;5830462.21;1
12620748;810337.9450000001;5821352.6850000005;1
-410242419;800705.77;5822900.01;1
-330119110#1;793004.36;5820899.34;1
-511576903#1;815698.1799999999;5814616.84;7
-511576903#0;815629.8049999999;5814775.265;1
182944199#1;797290.525;5821302.49;1
1112031680#1;813276.9750000001;5823729.02;2
-148325536;791095.225;5816885.655;1
-535656591#0;810968.11;5830843.3100000005;1
-535656591#1;810965.4299999999;5830912.345000001;1
-23101091;790079.565;5835468.695;2
-206579060#1;806820.475;5818195.255000001;2
-396127407;821084.5800000001;5818914.265000001;2
-152258302#0;820725.66;5819374.375;1
-152258302#1;820764.985;5819119.2;3
-48537905#1;790490.875;5836327.15;1
-48537905#0;790557.55;5836155.82;2
31621010#2;791688.045;5826585.9350000005;1
-148301556;796248.025;5815610.984999999;1
-25569513#1;793968.725;5816654.380000001;1
-11015656#2;803129.995;5838732.465;1
1036518516#0;802800.655;5828601.125;1
-11015656#1;803027.675;5838575.145;1
-11015656#0;802921.235;5838411.245;1
-27339992;796777.98;5832161.09;1
-24204789;813788.81;5829263.505;1
-22567370#2;791093.02;5824037.48;1
-4733747#5;790449.01;5821784.25;1
-1028397106;806139.205;5827305.845;1
-22567370#1;791094.5449999999;5824233.17;1
-4733747#1;790444.9450000001;5822157.140000001;1
-4733747#2;790445.6799999999;5822064.01;1
-31579600#1;812540.345;5828024.965;1
-4733747#3;790446.0;5821971.695;1
-339558638;806280.6499999999;5819304.155;1
-1122016509#2;795740.26;5818197.335;1
-1112064177#0;812963.13;5825413.715;1
-1112064177#1;813123.3600000001;5825351.805;1
-126247890;791237.5800000001;5816331.24;1
-11009426;803659.775;5838360.5;1
-1072662717;801927.515;5827096.775;3
-461905068;796294.075;5826777.475;2
-145586609#1;807076.23;5821205.47;3
-932827089;806566.6950000001;5835632.445;3
-9028279#1;809598.015;5832448.695;1
-18783877#2;787192.3049999999;5837694.715;1
-7998201;811058.55;5827425.4350000005;2
432205746#0;809466.7;5831375.5;1
130118934#0;803639.87;5826387.945;1
-628906297;801587.225;5837088.46;1
-154687888#0;798806.105;5815609.215;1
-1102937734;792345.6950000001;5826515.550000001;1
-1097289893#1;806577.415;5833526.425;1
-51382250#0;787971.38;5817117.965;2
-104652096#4;796114.4199999999;5825633.725;1
-151742473#6;805300.9550000001;5815969.115;1
-154687888#1;798900.89;5815386.82;1
-154687888#3;799112.88;5814872.3;2
-4592725;797182.625;5828323.965;1
-341449093;790683.6950000001;5820931.98;1
-18830956#1;784761.21;5828424.915;1
-33836252;800021.135;5834716.12;2
-39473864#0;786790.175;5834654.4;1
340729184;801911.78;5830684.12;1
-4537084#0;792321.585;5833220.890000001;1
-150916989#0;811822.135;5819385.455;1
-408709154#1;809626.645;5818886.75;2
-153617303#3;800645.12;5814681.915;1
-305137115#0;781945.0800000001;5827596.470000001;4
-153617303#1;800285.925;5814624.635;1
-153617303#0;800087.935;5814605.62;1
-878343305#0;807402.46;5828619.0;1
-4592739;796967.96;5827989.825;1
-11405179#1;813258.745;5830357.125;2
-150907207;791448.75;5822041.465;2
-69409362#5;797220.4199999999;5817334.15;1
-8100618#1;789725.5900000001;5833500.845000001;1
-4437183#2;792199.435;5824481.895;1
-996365502;790537.105;5815760.0;2
-172183870#0;801579.4299999999;5821206.67;1
-4804666;791065.81;5838227.279999999;1
-137685722;789757.115;5823928.79;3
153021549#1;808889.935;5818923.035;1
-344072934;806618.6799999999;5831327.175000001;2
432205750;808997.5249999999;5830210.68;1
-4615028;800063.88;5829912.815;1
-123951401#1;799342.58;5832870.550000001;1
-1115951024;811917.385;5820613.135;4
199847247#0;797846.505;5826913.515000001;1
-283307509;792624.655;5816339.465;1
-24159617#2;812227.5;5830264.324999999;1
-103096147#1;798123.335;5819729.59;1
-5021374#3;785477.115;5830746.645;1
-7739789#0;783390.3200000001;5823923.04;5
-816085783;789820.89;5817372.755;2
-7739789#2;783432.45;5823986.665;2
840977555;799594.4;5825113.7;1
-7739789#3;783509.77;5824063.11;5
-8008692;799459.985;5826309.005;1
-245117958;805426.345;5815368.165;1
-4486573#0;791007.23;5823804.325;1
-4486573#3;791424.175;5823778.13;1
-4486573#2;791286.105;5823787.26;1
-1099617464;805371.6599999999;5826397.405;1
-4407114;793149.855;5823778.52;2
-4536945#10;795246.1299999999;5820979.8100000005;1
112453985#0;800315.7749999999;5836230.865;1
-180482046#1;800441.5;5819131.025;1
-157044919;789100.1799999999;5815550.245;2
-4500193#2;793997.23;5823384.3149999995;1
-4685799;802254.435;5826198.029999999;1
-26071043#0;792513.275;5824855.795;1
4535438#1;793023.0249999999;5822239.8;1
-4680713#0;798491.05;5814458.295;1
-138624452#3;806577.155;5819464.38;2
-152863361#0;811544.6599999999;5814589.8149999995;1
-8048743#1;784004.95;5825825.66;1
-1122482151;794073.7150000001;5822057.300000001;1
-134420534;820434.395;5819331.73;1
-4802331#0;792437.0900000001;5837531.885;1
-151742521;806023.115;5815229.3100000005;1
-86144416#1;807239.29;5829590.215;2
-86144416#0;807179.575;5829325.9399999995;1
-24204728;794573.59;5817800.115;1
-32933790;808721.63;5834580.845;2
-156346066#1;800500.51;5817135.99;2
-19351589#4;791435.895;5837392.395;2
-4381166#2;792988.84;5826525.710000001;1
-627608830;808489.4550000001;5821117.355;5
-19351589#3;791623.39;5837551.58;1
-53731898;801945.765;5824001.585;1
-863325968;804750.46;5821889.22;1
340726966;801562.6599999999;5830880.385;1
26652644;803009.56;5830817.76;1
-863325963;804385.49;5822294.48;1
-127081870;805315.6399999999;5841473.855;1
-23018320#1;782236.725;5820589.3149999995;1
-152258315#1;820668.5;5819511.695;1
-152258315#2;820497.105;5819534.295;1
-16421057#0;799010.97;5837285.525;2
432205747;808569.14;5830065.09;1
853231955#0;803417.0;5824250.6850000005;1
-14118410;804633.7849999999;5842058.425;3
-6182767#2;796858.445;5829718.26;2
-4684847#0;800154.13;5834183.74;1
-4617320#0;796036.9450000001;5819805.99;1
215577416;790292.74;5835720.630000001;1
-1120862993#0;802288.915;5817999.1;1
-148331037#4;793771.94;5818395.800000001;1
-4684847#1;800235.005;5834307.539999999;1
215577414;791214.825;5833999.845;1
-148331037#3;793949.0700000001;5818642.63;1
-36969682;799619.95;5838629.545;1
-687428747;794504.62;5825579.07;1
1112576917#0;790188.315;5826095.025;2
-175916644#2;810639.04;5832078.465;1
-30825103;805206.815;5828592.545;2
-46491900;806009.415;5834684.3;1
-4615078;800755.85;5830366.385;3
-37776178;801351.605;5824758.529999999;1
30824311;808216.5700000001;5829836.4;1
-42879426#1;807571.8;5831498.76;1
-8657069;808114.46;5832154.355;2
-42879426#0;807568.84;5831816.545;2
-467781687;805945.58;5834741.585;1
-26134018;805279.115;5830769.300000001;1
-1117566144;813199.65;5816485.945;32
-150916986#0;811940.38;5818824.675000001;1
-153372178;795007.06;5826510.82;1
-511575456;815653.06;5814201.13;1
-5046980#0;786535.71;5837025.640000001;3
-25638937;808659.2649999999;5833640.73;1
-20397094#1;815513.3;5814328.42;1
-36844646#0;792458.265;5828192.17;1
151571118#0;797732.4;5823487.26;1
36738526;799586.2350000001;5825742.5649999995;1
215577407;790654.03;5834963.195;2
-1102384580#0;782175.185;5829490.824999999;1
-137071165#1;790446.7649999999;5824779.015;1
-137071165#0;790338.48;5824645.715;1
-4623428#0;789893.135;5824109.515000001;1
-142576641#0;790964.2050000001;5821458.51;1
-589691163#1;799273.5549999999;5813242.48;1
-519807532;803151.885;5822976.415;1
-24204640#1;811835.855;5828315.279999999;1
-176374881;785215.8200000001;5829402.245;1
-927044480#2;799262.365;5826085.38;1
-1041502975#2;783142.475;5827367.04;1
-319803729;787096.69;5830610.825;1
542993183#0;810434.71;5831860.46;3
-79429057;781364.95;5812911.505;1
4612868;799736.0;5826211.824999999;1
-4615030#1;800406.815;5829911.875;1
24214090#1;797258.81;5826319.195;1
-496836945#0;800140.655;5816209.175;2
184590381#1;797803.2849999999;5833757.5600000005;1
318889282#0;794262.7749999999;5825418.93;1
377739470#0;795632.29;5831784.575;2
-4394943#1;800489.8300000001;5813359.21;1
-23609075;800299.2849999999;5840630.875;9
-9647784#7;819900.8;5820786.135;1
24869967#1;805097.0700000001;5824969.905;4
-27840663#3;791761.175;5834582.574999999;1
215577424;790666.85;5834906.395;3
-28819502#2;785583.425;5817629.525;1
-27840663#9;791989.865;5834775.220000001;1
-36969679;799299.215;5838895.574999999;6
-7703659;808831.6950000001;5830774.6899999995;1
-4596963#2;796150.38;5832157.449999999;1
215668775;791946.22;5832709.359999999;1
-810456621;811307.6950000001;5823432.3;7
-1066145329;798341.89;5831059.52;1
215668777;791595.48;5833551.785;1
4497945#3;785264.27;5828250.66;1
-850350919#1;808980.0449999999;5834589.225;1
-152593439#1;798597.015;5813964.25;1
-114381453;794131.835;5815509.96;1
-126396017;801779.865;5820042.015000001;1
-23609084;799006.665;5840829.28;4
-995918037#0;813403.8400000001;5831112.85;1
43998936#0;812099.33;5830797.279999999;1
419820872;812192.595;5830672.92;1
-31523316;802101.86;5829587.5600000005;1
-466425810;801215.995;5833484.96;1
-4766074;792392.765;5836738.115;1
-148218585;809883.5549999999;5820315.345000001;3
-4766075;792297.38;5836690.475;1
-163607786#0;788710.775;5818687.885;1
-143974360#2;793560.71;5819416.6850000005;1
-66071383#11;798885.785;5826248.42;1
-9647891#1;819343.48;5820316.04;1
-142161320#0;785911.0549999999;5833692.19;1
-142161320#1;786029.94;5833490.925000001;1
-4766077;792628.165;5837072.970000001;1
-1099803419;804325.085;5825536.5;1
-123951394#0;799919.995;5832748.51;3
1091631915#0;799185.99;5830976.925;1
-4752450#4;794356.77;5818614.18;2
-60917395;805780.005;5834791.285;1
-46138135;798408.915;5829209.325;1
43238974#0;795258.34;5821125.75;1
354074651;810054.75;5816118.835;1
-1080299689#2;787536.865;5837710.84;1
-1121204003;795253.4450000001;5830129.265000001;1
-26775133;810834.7350000001;5815873.3149999995;1
-4686109#0;801289.095;5825725.4399999995;1
25553598#0;803236.3300000001;5826315.265000001;1
-4410412#0;792678.185;5828806.785;1
-4410412#1;792832.775;5828864.18;1
44037487;811482.24;5826958.76;1
-25016104;813820.9099999999;5820681.5600000005;4
-948697710;791488.1950000001;5823904.215;2
-25016105;814154.5549999999;5820773.74;3
22917233;805796.335;5818877.7;1
-9932309;784179.7250000001;5828436.859999999;1
-137071152#0;790092.6799999999;5823822.45;1
-23249239#0;812905.55;5829901.77;1
-362479315#6;809091.1100000001;5834406.41;1
-948697712;791498.4450000001;5823672.29;1
-1095644106;798919.985;5832015.98;1
-161070032#0;798909.295;5837876.0600000005;1
-278531184;798099.37;5813388.955;1
-145662430;787812.22;5819029.84;3
256569144;790058.48;5836171.115;4
-4540297#1;793315.245;5828703.029999999;2
-737018349;819025.105;5816592.4399999995;30
28426119#4;792276.87;5833521.285;1
-4535285;793448.4299999999;5822119.105;1
28426119#6;792323.545;5833811.555;1
-618016530;805035.7;5836902.255;1
-316029731;803983.54;5840047.455;1
-149849709#0;797691.72;5815441.865;1
-151617776#6;797383.735;5819572.45;1
-4410585;794224.62;5827368.545;1
-660944902;787493.26;5831806.72;2
-4410583;794215.5;5827496.145;1
-26134074;805615.98;5830459.705;1
-439333258#0;809318.88;5830517.315;1
-184941003#1;800483.635;5830208.6;1
-25491882#0;804512.9650000001;5818860.175;1
