link;x;y;drtVehicles
-147717066#1;810955.6799999999;5817281.710000001;1
-461840255;798932.49;5813469.29;1
1047417662;807076.51;5825266.215;1
-6140048#1;806347.5800000001;5832177.25;1
-148662257#3;791345.79;5824359.865;1
-6140048#0;806299.9;5832244.550000001;1
57388365#4;782227.84;5830527.5;1
-30706181;806212.2050000001;5829104.82;1
-22689585#1;806635.165;5823712.6;2
147470139;788275.165;5819412.77;1
-475519856;796679.3500000001;5822803.395;1
-16216119;809201.2350000001;5824317.87;1
-156314745#3;798031.105;5824458.195;1
-81414503#1;805577.8049999999;5816512.5649999995;2
147470135;788185.7250000001;5819344.32;1
-1076616240#2;801141.19;5839122.555;1
-156350661#3;799948.885;5815736.885;1
30493836#0;793049.385;5816615.195;1
-461840244;805166.2;5822927.855;4
28658321#0;791122.6950000001;5827439.055;2
-4674809#6;792951.9199999999;5831693.695;1
-4674809#9;792529.9099999999;5831725.32;1
-4674809#8;792619.145;5831529.56;1
-152593448#0;797544.825;5814092.785;5
-152593448#1;797975.495;5814190.61;1
-4765745#4;793706.5549999999;5835448.779999999;1
-4674809#0;792707.855;5831908.115;2
-4436890#2;792254.38;5825774.575;1
-824512026;799521.455;5820504.915;1
-128437138;799593.81;5818835.75;1
-147470127#1;788110.345;5819629.074999999;1
487365150#0;792372.125;5835145.97;1
-22048109#0;804396.4650000001;5831096.575;1
-30711863#4;792508.5700000001;5818304.76;1
-143308493#1;808127.685;5818748.710000001;1
-26236457;803380.065;5822109.050000001;2
-1088103289#2;812535.025;5829475.8149999995;1
-86693557#1;793004.365;5820249.5;1
-150916964#0;812356.2150000001;5818878.0600000005;1
1112702601#0;789772.0800000001;5827410.279999999;5
-25771354;805806.1599999999;5827567.245;1
-1101407447;794664.63;5828815.539999999;2
-342368257;783775.1599999999;5830366.3;1
-24029384#0;781506.9850000001;5828186.71;4
-23984289#1;794750.885;5818510.3149999995;1
-936880750#0;788604.235;5840497.52;1
-35218633;820822.065;5820329.855;3
-414694975#0;817883.5;5817919.765000001;1
-4581965#2;794414.6950000001;5821052.1899999995;1
532727925#0;796702.68;5827428.55;1
490351862#0;793360.3400000001;5825671.16;1
-1078174626;812626.2;5826357.4350000005;2
-32933793#0;808610.7150000001;5834501.62;2
-148699614;793074.13;5819921.17;1
-20135753#2;806849.885;5835858.765000001;2
-378331294;796581.8600000001;5830352.6899999995;2
489846145;791190.815;5816149.904999999;1
-25771472#2;809457.4199999999;5819474.84;1
-25771472#1;809368.35;5819408.855;1
-1092554245;808000.7050000001;5834311.07;17
-22650541#1;812309.0549999999;5824538.15;1
4403029;784982.345;5815949.53;1
-24872854#3;811063.475;5825323.0649999995;2
-79701272#0;800702.02;5813802.22;2
-24204381#0;812509.29;5829876.5;1
-26952415#1;792720.75;5838424.4350000005;1
-615288733;814019.98;5829130.734999999;1
-5046984#4;786900.8200000001;5837258.475;1
-26299675#0;800657.81;5829495.119999999;1
-147432268;794164.005;5832290.4;2
-10266792#2;809719.585;5830166.385;1
-22732200;781786.6950000001;5814942.365;1
4612761#1;799575.475;5825910.18;1
238375118#0;790496.2150000001;5833607.4399999995;1
-28429400;802993.78;5819590.945;1
-33080181#1;789833.5549999999;5818404.0;1
-24159917#4;790927.1699999999;5816333.97;2
4441943#0;781712.645;5815094.85;1
-729154475;800182.23;5834829.6;1
1126170612#0;797454.6200000001;5825587.4350000005;3
-155605327;800157.135;5823189.36;1
-103764007;798833.47;5812993.1850000005;1
-182052618#2;802580.0900000001;5826038.355;1
-155605333;802686.525;5826125.52;1
-9622672;812373.215;5821794.1850000005;1
10863118#1;806075.745;5824461.835;2
-1083226619#0;800220.99;5827904.255;1
-223420422;800994.315;5837729.345000001;2
-11007801#2;803936.64;5839553.915;1
-11405545#0;813328.525;5830640.029999999;1
-593503611;814205.2350000001;5828830.835000001;1
-53590597#0;800665.5700000001;5831532.33;1
142150659#0;794143.225;5835391.12;2
-4471968;792587.675;5828507.235;1
-6062625;808091.675;5834062.35;3
-971162223;803098.4750000001;5836382.41;3
10275151;812100.1;5820971.52;1
39981760;800251.395;5820486.505;5
-23008647#1;801370.835;5831744.77;1
-1101066293#1;789338.13;5828919.38;1
-77096576;798578.425;5832593.215;1
-5000166#3;782878.71;5830163.34;1
-4829120#1;799698.345;5816849.41;1
-1050526170;809311.265;5817937.99;2
-73682399;795970.06;5835865.07;2
-151742424#0;806070.0700000001;5816114.890000001;1
-494694419;794260.395;5817354.195;1
-25716599;805376.14;5817508.505000001;1
-176753718#2;802135.5449999999;5835909.37;2
205799227#0;809747.88;5831525.93;2
-151020321#2;812065.4450000001;5817931.535;1
-23382146#0;781324.485;5830457.645;1
-1110415991;796479.8600000001;5825648.985;2
200767366;797083.53;5818319.6850000005;2
-1056615867#1;791661.675;5826322.95;1
183087822;801444.655;5817314.359999999;1
-35576657#5;784161.645;5830134.18;3
-23008634#0;801595.745;5832672.665;1
-1106109322;797890.03;5831353.640000001;1
-284996788;811876.2949999999;5814597.415;1
119506688;781459.26;5827293.16;2
-231416072#0;809369.61;5826951.109999999;1
-231416072#4;809105.2949999999;5826837.695;1
-23147599#0;789068.4850000001;5828170.785;2
-1110073693;795361.9450000001;5831192.74;1
-1115713105#2;794748.2050000001;5820212.445;1
110450329#0;798209.355;5825524.515000001;1
-155605353;802345.1599999999;5823627.13;2
-231416072#3;809191.675;5826877.965;1
-23410054#1;783628.815;5830454.785;1
-103502694#1;791465.2849999999;5818616.324999999;1
-25934844#1;788066.77;5826223.615;2
1071968532;781437.7150000001;5831518.84;1
-109767908#2;813903.33;5828015.085;1
-852423324;797802.7050000001;5832522.24;2
-23042339;803892.4299999999;5818412.945;1
-16890398#0;789569.915;5840782.27;1
-832911935;799108.685;5812233.115;2
-4777304#1;797962.45;5835574.175;1
-4678209;792903.885;5834944.720000001;1
-946031964#0;798892.815;5813568.93;1
-620610856#0;805755.52;5828360.965;1
-620610856#1;805767.79;5828395.385;4
41645768;806552.6;5825663.52;2
-4381082#1;796506.135;5827702.17;1
