Stop ID,Link ID,X,Y
22064,22064,4595333.954655386,5823249.895300766
33866,33866,4597590.0462648915,5823577.992064357
123403,123403,4589364.316861489,5822084.988363278
83793,83793,4587939.13372276,5820672.918671059
110512,110512,4598762.194007984,5822105.757896189
74785,74785,4594000.665769707,5822788.188522772
pt_4769,pt_4769,4591856.23527315,5820465.273751662
113814,113814,4596970.784385973,5819420.295697088
39861,39861,4598428.766256354,5816697.716492427
pt_38959,pt_38959,4593011.229368101,5822296.265984418
158573,158573,4593554.931047887,5817286.487656752
75210,75210,4594402.917075072,5818013.666764447
78246,78246,4587971.211206539,5818923.644253414
135554,135554,4593835.914056936,5819294.173397194
131123,131123,4590977.161918184,5818524.088101861
156231,156231,4591236.350257831,5818749.5452577965
74485,74485,4593406.381418599,5819745.039016177
79977,79977,4595385.297565079,5818800.346473518
45272,45272,4597183.778789528,5822249.158724198
64992,64992,4592547.138523424,5818912.470570511
143002,143002,4591552.362386041,5818724.5207529655
151063,151063,4595071.660056613,5820108.51395704
82736,82736,4597274.006267935,5819283.385075245
33165,33165,4596849.208989393,5823315.598686353
9885,9885,4591069.335947668,5817990.66439687
29921,29921,4592333.694347659,5818152.052844106
44721,44721,4590509.890513841,5818350.67976198
95805,95805,4598628.644756793,5821799.505840191
pt_5769,pt_5769,4589981.25709459,5818421.311489989
pt_42522,pt_42522,4594260.283194488,5821699.349703217
143278,143278,4593483.18694052,5822597.477937725
5724,5724,4596775.60125765,5818722.769769076
126965,126965,4596537.774092184,5822266.680537985
75265,75265,4591534.925162031,5819525.846993991
78311,78311,4592927.878058204,5822424.238178964
125587,125587,4596223.791828561,5822143.128105535
78167,78167,4588155.194290864,5819492.335208873
pt_39865,pt_39865,4595870.277329657,5822045.359628793
67458,67458,4588340.723106578,5821705.545589063
111852,111852,4590934.081080465,5819787.510573236
108885,108885,4591606.264204453,5822320.77458616
29363,29363,4595044.4987649955,5820245.177893236
77456,77456,4595780.566620956,5822149.963977307
pt_337,pt_337,4598819.28480936,5818921.36516737
pt_39026,pt_39026,4593411.297767964,5820461.253270681
1739,1739,4598204.012749668,5818126.941521295
48149,48149,4594509.540250597,5820254.831720982
89523,89523,4589948.421988612,5817850.295649628
123831,123831,4599374.24815448,5820651.890304884
27196,27196,4597256.166415792,5817947.767409653
62524,62524,4592282.334654123,5817949.596547885
135556,135556,4594429.464624706,5819180.627277167
108718,108718,4597356.69423878,5815914.905541657
17163,17163,4597443.073769506,5816181.695858191
119639,119639,4596455.273971076,5823737.359495765
38847,38847,4592787.779987354,5818907.286817023
136099,136099,4594129.970658773,5817770.800928891
11444,11444,4593757.406949075,5821077.0119406665
104265,104265,4592459.695523497,5822406.913103349
121929,121929,4598593.845623833,5820488.47005976
15272,15272,4589354.660360172,5822220.684943869
11360,11360,4594543.336630197,5823516.871943295
59778,59778,4593654.195215677,5820315.9737958
112871,112871,4597758.578302908,5823448.878220914
23693,23693,4589729.771615792,5819910.066269055
43250,43250,4594540.417200717,5821104.83613843
137063,137063,4597792.834180655,5819399.501810023
104344,104344,4590989.223824077,5822326.311267922
41750,41750,4588396.183410781,5820220.795490809
pt_43889,pt_43889,4588741.235640068,5821891.303834586
95592,95592,4594683.567235133,5824727.717090111
93062,93062,4597232.73972611,5819439.494720486
156200,156200,4591387.155830334,5818032.757708823
80834,80834,4593111.779178368,5818639.058726181
93650,93650,4589248.306493317,5822083.442441817
95263,95263,4595616.722588902,5820109.792591045
98839,98839,4588724.286608639,5822905.892135211
1639,1639,4596520.59445059,5817266.638087784
41777,41777,4588482.331068771,5820427.664304772
pt_39328,pt_39328,4594261.26863367,5822481.3243682515
pt_1157,pt_1157,4592685.281850846,5822422.327077728
3767,3767,4592440.748605772,5821348.339739211
pt_42400,pt_42400,4593914.263441454,5821274.294229268
54162,54162,4597013.184797298,5821544.010713129
54169,54169,4598832.149217245,5817527.296067479
pt_40715,pt_40715,4597581.286779169,5820621.261691534
47173,47173,4596813.144212319,5819693.391258891
24880,24880,4597658.753478688,5817526.408444191
28159,28159,4594946.997363052,5821602.259311285
pt_603,pt_603,4588653.334795702,5819782.905169285
100601,100601,4589004.705269275,5819377.289281953
41162,41162,4596987.33979007,5817067.751196441
pt_40440,pt_40440,4590511.269442534,5819791.344893136
122094,122094,4599026.230961101,5819803.9328594925
53434,53434,4596063.208088161,5824018.45499211
40115,40115,4588464.745009815,5820577.321110792
24692,24692,4597500.355207262,5818378.814481524
85944,85944,4596795.323271785,5816677.544817669
pt_40012,pt_40012,4594399.280538452,5819603.269408648
50878,50878,4590720.298593701,5822208.549035645
122672,122672,4596584.818143829,5818509.867877805
19604,19604,4589397.63699877,5821356.746022849
110540,110540,4598385.056365656,5822825.740150853
pt_43249,pt_43249,4594279.268648383,5822244.356636822
113980,113980,4594456.447763189,5820697.024146462
8775,8775,4593554.2345543625,5819608.3078476405
73299,73299,4597432.336702674,5822083.89630858
16345,16345,4588410.57862467,5819363.58622268
137515,137515,4588315.851175064,5818809.680424356
80836,80836,4593074.128513989,5818650.410364917
6334,6334,4593441.379515707,5822110.133923959
7696,7696,4588486.490979186,5821597.758422715
138774,138774,4591197.1077817045,5817783.210846337
18782,18782,4594745.666562236,5824571.824515429
78975,78975,4594245.971805307,5818101.100875529
149315,149315,4594590.211219591,5822071.003716386
44427,44427,4590959.980976938,5819132.0322001
133605,133605,4590495.652083753,5818387.026130849
51241,51241,4591235.040561693,5818953.715022206
160667,160667,4597536.168514147,5821926.338891443
123022,123022,4596482.209597946,5819629.490107262
97749,97749,4595746.0440677805,5821360.726190775
129228,129228,4598148.47349708,5818660.130457138
124694,124694,4592501.7556921085,5817753.9392875945
69825,69825,4597521.749760042,5817036.027656852
150110,150110,4588408.133533256,5822483.00120609
39042,39042,4594550.889000862,5819913.082482154
58577,58577,4594169.821180622,5822940.336142103
121554,121554,4599340.542239677,5821630.557782469
62902,62902,4596598.502926595,5816914.12309169
75209,75209,4594483.292896198,5818003.214149836
67077,67077,4597018.327185679,5824011.108728246
54518,54518,4599729.114524336,5820628.961563752
149048,149048,4591772.853964773,5818229.489525434
41793,41793,4589052.12569604,5819571.132908557
76737,76737,4598255.834646675,5819860.827575758
pt_4380,pt_4380,4596870.295564601,5817943.253343253
82199,82199,4594266.483292757,5817016.215080932
11344,11344,4594070.725909296,5822699.927996077
136096,136096,4594007.706502714,5817769.147963285
pt_40033,pt_40033,4594260.283194488,5821699.349703217
111840,111840,4591018.440878405,5818794.15112679
48367,48367,4591770.659735936,5818515.421131461
92217,92217,4594230.642058142,5818335.402842734
50206,50206,4591029.990636398,5817607.203878157
3469,3469,4590751.921990434,5820638.857920478
6920,6920,4598510.366858184,5820410.676598288
133229,133229,4598180.144381463,5817414.342972234
pt_2374,pt_2374,4593966.292481693,5822474.324343105
115716,115716,4596904.943619014,5817453.476696355
13015,13015,4590504.602947759,5818611.597687825
33548,33548,4597447.650357106,5823059.5564299235
78213,78213,4590950.665884863,5818330.834631056
127011,127011,4589337.206628949,5820337.576135487
53461,53461,4595954.731375987,5824682.676062788
7118,7118,4591472.087733,5817263.834406091
109909,109909,4596842.90558619,5817989.307829017
pt_43343,pt_43343,4588884.259735091,5819352.321299794
140607,140607,4590490.461555721,5820132.808548853
86168,86168,4597644.054934059,5817698.883371536
30206,30206,4595714.503405769,5820155.734403092
56400,56400,4588697.584306836,5822200.636515534
pt_38362,pt_38362,4595481.253004503,5824016.327290479
159634,159634,4597036.641241321,5821465.99979096
139810,139810,4595146.400929541,5818221.38023295
160524,160524,4591705.587427355,5823202.550276461
19164,19164,4588367.702651984,5821842.382191971
22327,22327,4595884.85777202,5819856.562521217
pt_6230,pt_6230,4595543.276787662,5821032.276349911
86836,86836,4589903.96723378,5817627.435506558
111654,111654,4600023.422620453,5821245.937607527
pt_2392,pt_2392,4593701.276891576,5822299.280010396
129710,129710,4594929.864691881,5822647.359429458
pt_5544,pt_5544,4590956.443137389,5822232.882921221
113174,113174,4597128.860154986,5821860.914368702
59773,59773,4599513.807453907,5820617.285504721
99709,99709,4592958.364776961,5821903.4646743685
pt_4796,pt_4796,4590471.22680814,5819421.288253201
118096,118096,4597654.036293597,5821627.261794353
22083,22083,4595390.957123953,5823369.929833915
159262,159262,4588684.072611716,5819734.641839276
23317,23317,4593943.283041233,5817493.080560984
123946,123946,4597396.207642655,5818534.475489044
129963,129963,4597821.971880884,5823529.988459587
88966,88966,4596466.131600865,5822312.310443071
30384,30384,4594208.911636414,5817400.096204844
49696,49696,4593721.221897839,5821940.708676845
pt_6231,pt_6231,4595311.298656522,5820721.322711342
110537,110537,4598451.046643403,5822728.53074333
68441,68441,4596163.0487149395,5821984.51895783
16671,16671,4598125.0845125755,5816438.1695266515
97138,97138,4592020.262233566,5818264.754061417
147466,147466,4589351.354119805,5818737.945372735
150115,150115,4588386.847328754,5822394.4068482155
34748,34748,4597642.218137208,5821845.255010827
107224,107224,4590812.576174048,5821002.131950827
68186,68186,4587772.180149429,5820061.118517067
pt_42215,pt_42215,4593557.299704631,5820469.267857397
105801,105801,4592734.829656003,5817341.531031691
123833,123833,4599321.216066174,5820507.4661086975
30511,30511,4597642.218137208,5821845.255010827
48028,48028,4591481.319859288,5817926.944027567
60550,60550,4594736.538836972,5821974.306694244
10447,10447,4593607.658410628,5818496.655763784
pt_468,pt_468,4592592.25489641,5817580.301309892
pt_2294,pt_2294,4594881.2572565125,5818481.321209242
17619,17619,4597241.56757296,5819421.158503561
35638,35638,4592654.665575563,5823283.216642821
146197,146197,4592669.813996634,5818183.77721724
236,236,4591593.109438818,5818188.431797762
147284,147284,4589369.2815481555,5818272.031251101
pt_183,pt_183,4589805.267024708,5817334.295018772
124822,124822,4593591.567959601,5821901.276628105
pt_7287,pt_7287,4599106.267230804,5819745.306437931
11475,11475,4593336.174749404,5820378.177494855
pt_403,pt_403,4590541.237127092,5817931.284823375
pt_5000,pt_5000,4599175.267086547,5821811.346809069
99236,99236,4590511.454322907,5817986.233272396
53465,53465,4595621.951792755,5824139.321797609
125585,125585,4596202.619550309,5822111.445035576
11740,11740,4591770.659735936,5818515.421131461
pt_39304,pt_39304,4589893.271158755,5820008.271891351
pt_3538,pt_3538,4598643.31665586,5817278.298360436
107790,107790,4594050.40735499,5821313.869966567
pt_39129,pt_39129,4589895.222113648,5820650.327323985
pt_43081,pt_43081,4595821.25866351,5822611.310886265
88344,88344,4591816.341789633,5822536.637387404
33186,33186,4596260.703727916,5823118.266260194
105956,105956,4594260.974824358,5823159.033035535
pt_2344,pt_2344,4595206.251449527,5822776.309717834
91959,91959,4597155.9323735675,5822070.862927418
138993,138993,4589176.35414865,5819019.5061184475
153113,153113,4592025.681287869,5819991.860476998
23253,23253,4593691.567023291,5817291.330662699
78977,78977,4595213.528591253,5818377.1363634765
156197,156197,4591387.155830334,5818032.757708823
88121,88121,4598334.436180065,5818898.144430047
44386,44386,4590768.830610763,5819170.33274469
30769,30769,4598180.144381463,5817414.342972234
48133,48133,4595109.404711666,5820090.623443007
pt_3519,pt_3519,4597275.32693443,5817962.283705589
160653,160653,4588787.144381569,5819974.857681375
89289,89289,4588854.037484277,5820220.475609549
152827,152827,4588948.386845807,5818060.583578088
pt_43054,pt_43054,4595821.25866351,5822611.310886265
pt_43095,pt_43095,4590881.278356276,5819441.333529973
104256,104256,4592318.608291448,5822331.3349735355
24441,24441,4591718.921646007,5820349.2694817055
92412,92412,4591495.021354611,5819828.662069437
126803,126803,4594377.06661461,5821356.6678957995
pt_42512,pt_42512,4594347.2378115505,5822970.296340925
138009,138009,4589612.683316885,5818829.3073235545
pt_40369,pt_40369,4596863.272920475,5818044.296894762
115718,115718,4596904.257041242,5817477.92939439
35257,35257,4587379.600245749,5820259.17861665
24882,24882,4597568.094324611,5817600.676255063
96285,96285,4594966.766936214,5823346.540253473
33561,33561,4597364.179949387,5823238.324091312
113992,113992,4597363.711863456,5817453.93875462
92937,92937,4596364.132985034,5821205.111103711
112149,112149,4591923.203270594,5820022.218385457
53730,53730,4591150.915980497,5819309.538546266
62441,62441,4594422.9427817715,5819376.184774252
42854,42854,4591320.958678542,5817334.851222434
29465,29465,4594492.394145131,5820400.239877981
123832,123832,4599411.220482029,5820748.469730942
67175,67175,4597790.454674153,5822934.212574998
pt_38812,pt_38812,4593660.240967567,5819691.286045302
55724,55724,4594175.578695501,5817680.958451456
92034,92034,4592447.804599174,5821588.477392385
97137,97137,4592033.191042049,5818200.682611541
143098,143098,4588648.3881292865,5819280.424125278
pt_41825,pt_41825,4593044.283615825,5822207.289105334
88100,88100,4592664.045045496,5822567.4625653345
153887,153887,4592596.397729336,5817581.870987209
75517,75517,4593580.238328915,5817250.171208037
138001,138001,4589684.61726998,5819315.985911025
62541,62541,4592261.556526662,5817881.586151037
60017,60017,4591608.712902798,5820188.250366414
116763,116763,4590036.059310458,5819031.499571543
132027,132027,4591898.342443129,5822662.561972577
142317,142317,4590107.874160314,5820308.631871971
74647,74647,4593539.321618016,5824500.528520733
152945,152945,4595289.564733314,5817935.574429155
133299,133299,4594305.1287642205,5821951.094702279
pt_4781,pt_4781,4598133.2893278925,5823315.368429856
106741,106741,4597472.300687021,5820575.50432282
154404,154404,4591816.341789633,5822536.637387404
35041,35041,4591653.150355782,5820225.767759245
47450,47450,4597779.481648961,5816700.650563827
12194,12194,4594670.690312257,5821120.361875768
147444,147444,4588960.743463031,5818920.514435038
143382,143382,4590403.543470523,5822391.241052466
52341,52341,4598141.639686743,5822357.373098599
86659,86659,4588014.250800806,5820040.378917806
143438,143438,4590980.515874239,5823039.613585467
71501,71501,4591475.099072638,5818103.952167307
111332,111332,4597889.848379243,5817073.8302894
50584,50584,4588638.7089804895,5819752.955498162
33938,33938,4593126.646351373,5820076.89844692
79351,79351,4596743.000526396,5822633.693882926
151792,151792,4592879.4354642965,5818724.136833706
pt_43086,pt_43086,4594831.243548671,5820941.315722816
pt_1079,pt_1079,4595912.267403536,5824048.345481625
16015,16015,4589127.752847155,5822005.8051315285
pt_42397,pt_42397,4593557.299704631,5820469.267857397
38317,38317,4596789.541809261,5817312.46157222
63018,63018,4596774.321985815,5816949.553930388
144503,144503,4592519.475637074,5816867.3125898475
136320,136320,4595451.801429662,5821912.301610997
44829,44829,4594670.690312257,5821120.361875768
133262,133262,4598348.047997633,5817273.977255038
160681,160681,4598583.13432009,5816641.606231353
72806,72806,4588912.499716286,5819571.082500311
pt_40405,pt_40405,4591287.255413318,5823414.339672098
138931,138931,4593314.990658009,5816500.188135749
44435,44435,4590916.5078988625,5818767.751551176
150368,150368,4597034.066314624,5820538.8186641475
113117,113117,4591938.110748796,5821762.663341141
18953,18953,4598354.3182454845,5818005.704224854
152677,152677,4599555.381509934,5821914.503650931
41118,41118,4590987.987247009,5822316.125869857
153991,153991,4596377.847404066,5822332.190438509
25968,25968,4593019.82638877,5822368.413060315
93473,93473,4591165.301676393,5818111.2667421615
128544,128544,4595610.794932087,5822067.963457747
53459,53459,4595761.720813814,5824629.1864293255
80211,80211,4588418.632581906,5821048.161026282
103718,103718,4592958.364776961,5821903.4646743685
26118,26118,4594893.66487839,5821349.475184813
72011,72011,4595463.169298624,5820341.24462428
33947,33947,4592622.943865188,5820068.39606666
pt_43375,pt_43375,4596883.289039116,5818042.354419605
107526,107526,4594241.948434475,5823146.322718503
112079,112079,4596911.767068738,5816136.253213933
pt_137,pt_137,4590901.223473229,5819941.25203006
pt_39709,pt_39709,4590511.269442534,5819791.344893136
144360,144360,4592743.221249948,5816821.712042644
79883,79883,4589228.278964411,5818217.084959163
59115,59115,4593981.905386927,5822119.621869434
138131,138131,4589785.293816113,5819315.311750693
105402,105402,4591839.635862459,5822845.143422244
153700,153700,4595777.6691454435,5822142.237997882
11660,11660,4596590.385425523,5823453.1139845
136318,136318,4595597.097706857,5822029.115793295
139628,139628,4598424.1898333505,5820892.212169671
65005,65005,4599028.193207702,5819035.977446328
pt_40287,pt_40287,4596863.272920475,5818044.296894762
62934,62934,4596597.544204603,5816919.324720589
73043,73043,4588089.582893387,5821204.233676427
149412,149412,4595698.14282588,5820858.011027123
76736,76736,4598167.677372508,5820095.401800705
54658,54658,4594026.231124066,5820715.136938797
155043,155043,4592963.17769225,5821894.918328036
142695,142695,4588933.040252481,5819007.454471776
152161,152161,4593690.2764597265,5822399.19313834
25570,25570,4596194.592926311,5818921.835062357
151264,151264,4587244.027864745,5820024.0479104575
27579,27579,4599539.182815159,5821176.273720756
75321,75321,4597356.306051921,5819429.723250672
47476,47476,4595886.767702932,5819397.764356741
145403,145403,4594221.112642013,5820964.00466982
19693,19693,4599644.102234777,5821678.539217697
76157,76157,4596521.684875514,5821454.175952829
29403,29403,4596121.255258848,5821760.641768657
59754,59754,4587768.782211923,5820705.6295043025
11341,11341,4594542.835909963,5822815.993740493
145439,145439,4592619.5288188355,5817911.079294443
56107,56107,4592681.6076994045,5823240.404505483
pt_1110,pt_1110,4595912.267403536,5824048.345481625
121446,121446,4598693.720178399,5819923.438339612
30364,30364,4593745.691851678,5817080.542541188
pt_43044,pt_43044,4593431.255312433,5819381.263862403
pt_39841,pt_39841,4595287.253497499,5821979.337589481
23784,23784,4590672.645653502,5819979.240426348
55717,55717,4593757.796236113,5817070.2104378985
92542,92542,4592520.748878049,5818393.731176563
123244,123244,4594427.737760342,5819189.521104009
156213,156213,4591896.462467472,5818113.626629947
11705,11705,4591646.223237672,5819466.27129717
112982,112982,4588320.580935824,5820832.3854606515
41755,41755,4590409.846774428,5821646.752637943
45602,45602,4597308.396097441,5815914.772105374
43708,43708,4593335.901379377,5821603.746484248
79297,79297,4596487.421923251,5823093.672884698
82993,82993,4589702.772593601,5819544.953254158
96038,96038,4590255.6334973425,5822970.198670249
33670,33670,4597396.207642655,5818534.475489044
121274,121274,4595196.32999644,5821775.007159487
pt_39074,pt_39074,4588321.240105213,5821511.287738801
113137,113137,4597706.25352626,5820751.1137804445
69169,69169,4588865.084715558,5818030.580310967
103935,103935,4594824.8303884985,5817940.398832433
88210,88210,4597593.552738367,5821223.161244447
pt_38969,pt_38969,4595405.273383911,5818787.344155525
145404,145404,4594208.389933336,5821063.850340935
28374,28374,4593323.1534747,5822520.751981001
146319,146319,4590882.63076736,5819305.986235844
103773,103773,4590046.172528078,5817865.578270624
57684,57684,4587806.996702251,5819005.974134887
156609,156609,4598571.539884381,5816585.316511376
141026,141026,4597331.84753892,5815993.77815087
81240,81240,4590458.103704219,5818983.53057524
33504,33504,4588557.1994423,5822564.619889143
28517,28517,4595795.645806776,5824527.431745663
144651,144651,4589428.288917245,5818215.059763108
1010,1010,4590889.805853698,5819476.030270877
142295,142295,4593840.554417657,5821254.338691222
70876,70876,4593800.002113424,5823356.567528617
pt_40515,pt_40515,4594347.2378115505,5822970.296340925
122315,122315,4598312.037427784,5819059.4774824595
72499,72499,4588367.691350585,5820420.27698527
153994,153994,4596199.690927144,5822491.372696537
6463,6463,4592448.574234663,5821571.428222145
114479,114479,4591595.194121465,5818318.834524624
3761,3761,4596337.5915642455,5820679.866362397
51753,51753,4589073.747574736,5821149.129874325
146050,146050,4595693.733152295,5817927.074923517
93326,93326,4597185.583655449,5822279.003999945
66681,66681,4595127.698480684,5823860.291558673
43200,43200,4589533.740429018,5820711.700780339
156214,156214,4592054.807517483,5818140.75896294
150193,150193,4596838.811103636,5816114.6334038135
16455,16455,4599469.85975362,5821395.535673225
77177,77177,4598813.379881084,5821233.657029201
160065,160065,4594177.6000119485,5821297.210643441
70957,70957,4593706.99847114,5822582.0057504065
77327,77327,4593489.593290864,5822841.3467925405
pt_2404,pt_2404,4596374.25585065,5820218.265182211
25008,25008,4598116.419504209,5817331.254387797
39136,39136,4597444.464108493,5817105.276265744
pt_2277,pt_2277,4593641.242619237,5818241.340713363
117685,117685,4591150.915980497,5819309.538546266
46547,46547,4596970.615332504,5820388.850760073
74777,74777,4596706.717370947,5819533.307338748
74767,74767,4596509.959921483,5820383.381832401
591,591,4589667.725643137,5821280.64644181
39930,39930,4595643.430065413,5818336.674954438
45266,45266,4592019.157141017,5818275.496844023
127397,127397,4589277.458527541,5819353.271912791
116767,116767,4590008.263538873,5818736.927726377
96294,96294,4590797.786382395,5818034.797998745
33574,33574,4596988.755934447,5823956.981750965
21737,21737,4588960.743463031,5818920.514435038
38307,38307,4598359.836131703,5816892.834898038
5838,5838,4599644.250089704,5820681.824827138
30801,30801,4596341.222369311,5820138.907821366
58317,58317,4595582.307711573,5818383.9933307
pt_2177,pt_2177,4587221.208192562,5820031.266506826
pt_5753,pt_5753,4596731.28074849,5821029.299298631
1742,1742,4598204.012749668,5818126.941521295
15011,15011,4599590.408221226,5821475.446400861
95437,95437,4596554.813945142,5823685.11120377
57180,57180,4593647.835505656,5817584.486000703
73409,73409,4589945.407336409,5817994.78335598
150183,150183,4594082.948460622,5820553.534005727
104908,104908,4597293.061740789,5821759.5813918365
113046,113046,4596581.757817214,5816427.464563441
114917,114917,4593764.187827599,5823087.846861364
89128,89128,4596094.540386996,5823991.597712933
92996,92996,4592901.535081892,5822007.418942661
129686,129686,4596029.050187908,5818541.815711122
135798,135798,4599026.230961101,5819803.9328594925
149051,149051,4591473.995950789,5818182.8265814325
pt_42568,pt_42568,4590817.257298714,5820932.339558227
120235,120235,4597606.595432487,5821375.418267949
120909,120909,4594857.594907088,5819804.855223234
83428,83428,4598420.270679214,5822275.968891141
99247,99247,4595369.552142344,5822364.126912221
146259,146259,4599724.739814192,5821149.94495912
154405,154405,4591716.920885312,5822533.840853636
101791,101791,4590373.658469266,5817714.086331826
153853,153853,4594121.960269538,5822636.585417538
82545,82545,4594314.7256297115,5821875.410152437
27840,27840,4595024.5304933395,5822404.465606988
3768,3768,4597043.8855578955,5820337.76073778
pt_38328,pt_38328,4598702.265590191,5821683.3626481835
8461,8461,4593686.663935074,5824356.949150056
160629,160629,4589004.804574907,5820855.119072865
27097,27097,4594372.6045942595,5822331.884207861
73314,73314,4588341.20513598,5818845.877117407
35680,35680,4597324.47311949,5820673.695585642
94510,94510,4595373.215672588,5822036.62042405
17165,17165,4597633.578235754,5816222.9024627255
144150,144150,4589709.350363124,5817292.048092841
153010,153010,4591043.794347559,5818920.877730266
pt_5673,pt_5673,4594026.249940949,5823715.361276587
154984,154984,4592486.906033273,5818339.654049003
78124,78124,4588852.2071106685,5819347.299593753
33977,33977,4597159.070558923,5822167.043439413
29667,29667,4594039.771258325,5818765.003294796
pt_2418,pt_2418,4594260.283194488,5821699.349703217
98634,98634,4594765.6998621775,5820333.8515727855
86545,86545,4596410.8903861195,5819411.0417311825
139337,139337,4594433.299158734,5820893.297027886
53045,53045,4589116.213779302,5818160.864984698
pt_461,pt_461,4591561.226458012,5819511.300075893
16985,16985,4589035.235063641,5818459.476906334
67173,67173,4597682.728652128,5822816.721478888
147912,147912,4597459.552209653,5816099.451917232
25820,25820,4591261.4541266775,5822362.160398454
2920,2920,4594456.379460203,5823926.8111375375
124723,124723,4598564.121223619,5821530.8778485535
155488,155488,4598601.429558462,5821574.0162052335
120013,120013,4598440.5126978215,5816672.238812849
96155,96155,4588650.313031827,5821343.499645593
112559,112559,4595871.895597761,5822352.778164816
120017,120017,4598572.838201624,5816643.89292835
105532,105532,4595894.225301238,5821562.480110408
53821,53821,4590606.0777802775,5820374.788554759
84730,84730,4591233.393770298,5817698.757103432
113965,113965,4594471.641765198,5820571.4248765195
pt_3220,pt_3220,4597091.288594684,5820301.309198463
98526,98526,4596552.550403111,5822427.483601542
29398,29398,4594922.358342093,5821151.452284546
80781,80781,4593083.089358471,5823852.917375238
50585,50585,4588630.861097274,5819754.616861632
29680,29680,4594570.828821927,5818575.04065143
49458,49458,4598014.542218415,5817199.262339344
36374,36374,4596761.045800295,5821083.327463894
48397,48397,4597021.655483871,5822453.922968022
79880,79880,4589262.144584873,5818215.463502556
9017,9017,4594461.08618499,5819013.814590115
153783,153783,4592097.741265905,5819083.900574756
8044,8044,4589274.687487045,5821050.6601947015
92331,92331,4591982.338357733,5818257.69858442
10752,10752,4591178.030025193,5819943.818297583
94747,94747,4592085.029957698,5822372.488674065
24846,24846,4597074.9107171055,5817518.456882522
34682,34682,4598383.21393739,5821940.071601197
51862,51862,4589853.767814902,5821938.71768516
25003,25003,4596703.872301351,5816983.829960391
110085,110085,4589176.35414865,5819019.5061184475
113043,113043,4596524.270727294,5816728.732835525
85611,85611,4596905.595941593,5817411.135578267
150098,150098,4588498.9429205,5822335.978941669
pt_3524,pt_3524,4596871.291565181,5818161.33224639
61625,61625,4595209.921302192,5821492.964157678
49412,49412,4591479.253876139,5817577.287914419
79874,79874,4588841.9150719205,5818047.468968338
12205,12205,4594509.856789396,5821339.212194623
66051,66051,4597078.363885505,5816735.081540547
62090,62090,4591264.839357163,5822919.300140435
11734,11734,4591566.739900782,5818580.244496645
79615,79615,4593024.853977149,5820611.833643665
76415,76415,4593913.903316903,5819896.159362843
152679,152679,4599497.252908226,5821930.198648402
140569,140569,4598061.6709480705,5816927.254884116
42225,42225,4598997.358275835,5820742.913434269
426,426,4591223.867786559,5817672.378265839
pt_43428,pt_43428,4596883.289039116,5818042.354419605
79496,79496,4593251.267941891,5823895.3414326655
155265,155265,4594492.394145131,5820400.239877981
18885,18885,4595098.521209945,5824094.525233684
40311,40311,4589343.759496919,5817474.78008234
92011,92011,4594822.911264098,5818147.710156871
34447,34447,4597128.860154986,5821860.914368702
70757,70757,4593803.53316636,5822594.0707396045
19027,19027,4598360.343127416,5822475.775576281
125022,125022,4596870.071606948,5822568.526039561
45763,45763,4597926.322212849,5819135.114744504
145583,145583,4594378.116832524,5819394.089112723
125920,125920,4599646.696107587,5820867.601949017
97534,97534,4599658.24392376,5820508.893509219
pt_39125,pt_39125,4588841.228566909,5821251.3205900425
84637,84637,4591379.004384565,5818162.55772303
11725,11725,4591685.733973582,5818685.904820021
124870,124870,4592936.507384169,5822322.876345524
53166,53166,4591069.96784825,5817313.0475114
94124,94124,4595732.706728379,5821578.457862984
86920,86920,4595404.6113357255,5823901.941852558
75106,75106,4595922.060950548,5819868.710415838
7103,7103,4591961.448765178,5820002.332075996
96151,96151,4589836.71718942,5820828.994095957
89805,89805,4595128.416968512,5819974.305190635
34191,34191,4596790.911022237,5821905.422356339
116,116,4598991.934110505,5820361.243557277
14753,14753,4593840.828157381,5816713.447967921
pt_38949,pt_38949,4596111.265765414,5821971.270213388
148806,148806,4593167.462504639,5817761.453792383
75223,75223,4597958.794535156,5822352.435133761
pt_39024,pt_39024,4593011.229368101,5822296.265984418
4334,4334,4593553.294416398,5823353.331203773
77959,77959,4597979.630661059,5822982.672542496
pt_40013,pt_40013,4594237.271516158,5820098.2667955505
105849,105849,4593218.4637965225,5820597.433366669
252,252,4596201.941358985,5820873.245265269
64014,64014,4588912.499716286,5819571.082500311
41017,41017,4597754.443861402,5822165.56819661
1666,1666,4589890.099178984,5820838.6654271595
55568,55568,4591393.201017279,5817916.464653164
136319,136319,4595597.097706857,5822029.115793295
31386,31386,4595813.457812186,5822600.227571798
107188,107188,4596289.690629855,5823748.494861447
7407,7407,4595452.734180709,5821861.261320162
pt_38582,pt_38582,4594384.4347594045,5818729.423089588
152071,152071,4599042.6236481555,5821950.745950744
135959,135959,4593930.618649501,5817768.16197083
67451,67451,4596253.320748877,5823421.869493812
99192,99192,4591524.440272448,5819411.349105589
77838,77838,4596337.5915642455,5820679.866362397
81050,81050,4587793.843413566,5820514.654308517
153410,153410,4590981.844503804,5821345.159903348
pt_38302,pt_38302,4595636.2828817535,5823570.3201346975
88110,88110,4598291.958220306,5818842.928212683
64585,64585,4595310.803949312,5823209.628850331
pt_336,pt_336,4596766.395319783,5817302.054048071
3203,3203,4589586.581576036,5821111.991005435
143621,143621,4599219.058276877,5821319.724870772
107529,107529,4595703.754835446,5824067.576010681
