Stop ID,Link ID,X,Y
130582,130582,4589259.410274846,5818396.064016021
46368,46368,4597496.409910461,5817107.665554413
pt_290,pt_290,4596971.27684816,5817241.313469781
150150,150150,4598369.496362983,5822455.744772383
23710,23710,4589523.3477535015,5819495.739488234
57982,57982,4590411.157377771,5820827.018138369
96008,96008,4589939.560310068,5819998.167802522
46736,46736,4596489.697056612,5819369.335421752
61302,61302,4593419.373038226,5816801.716035215
66266,66266,4593946.703636865,5820945.638388227
13578,13578,4596398.247091639,5822902.10839385
24502,24502,4592808.319823536,5819699.348816772
111829,111829,4592248.826358019,5823437.959412677
67164,67164,4593201.425056928,5816542.833145103
75516,75516,4593616.8290052125,5817187.044179763
pt_43315,pt_43315,4588721.231236021,5822231.317642705
pt_39347,pt_39347,4594007.270614612,5822808.373347348
61215,61215,4593282.469889884,5816786.969468475
68838,68838,4599578.421845596,5821800.095435257
69439,69439,4595291.997585144,5822968.630260015
91164,91164,4595024.506639734,5823810.035407397
24919,24919,4596688.556226046,5817123.424228238
75211,75211,4594676.477628487,5817974.968548682
98004,98004,4592391.5589339975,5821760.569472269
pt_3215,pt_3215,4595745.265128253,5820808.362189191
154580,154580,4596237.115585065,5821709.641103967
40676,40676,4593751.768003439,5821244.0693309065
33979,33979,4596669.459772022,5822370.614569818
pt_40036,pt_40036,4594237.271516158,5820098.2667955505
pt_5551,pt_5551,4589895.222113648,5820650.327323985
104599,104599,4589458.960980418,5822779.134867735
55084,55084,4595057.057645137,5823028.438450672
74810,74810,4597334.667508942,5820143.583995549
pt_40402,pt_40402,4591034.278972332,5821452.276592264
49889,49889,4590450.633751304,5822807.4108862085
96395,96395,4592847.091616701,5818696.376525013
147974,147974,4598037.159653438,5820945.19126634
25032,25032,4592501.305420324,5818332.701505534
22151,22151,4591744.064176694,5819358.550456449
27305,27305,4596290.670967269,5824371.539648084
92353,92353,4592909.125638757,5823491.609384455
16981,16981,4589045.530441956,5818455.601020387
88918,88918,4596153.545380899,5821789.870984061
15546,15546,4599954.169772903,5821133.611718057
125545,125545,4597101.669010977,5817399.437485748
pt_41695,pt_41695,4595894.294028019,5821869.289318898
62326,62326,4599121.739760655,5819486.192030151
pt_5765,pt_5765,4589501.284086346,5817331.303849954
41286,41286,4589001.145447591,5818330.8118858505
12136,12136,4590662.34684182,5820003.604518699
2683,2683,4599147.258884159,5821901.267268437
77140,77140,4595859.563327738,5822066.889233981
151601,151601,4598529.682941209,5820141.909544105
pt_5752,pt_5752,4596366.25689957,5821209.338168206
138894,138894,4589768.980395709,5819137.667997006
42361,42361,4595411.348471685,5821176.805015406
21064,21064,4591503.46258734,5820440.747423355
pt_3210,pt_3210,4596250.271538092,5820690.351482787
31166,31166,4590051.319914512,5821312.698525849
25009,25009,4598014.542218415,5817199.262339344
80810,80810,4592158.970203943,5821604.577607781
146141,146141,4592596.397729336,5817581.870987209
103662,103662,4589737.501881798,5820012.48767017
88052,88052,4593808.104642574,5821459.362916525
94899,94899,4593559.692278488,5821240.122137566
107646,107646,4592942.921979702,5819928.778554466
34625,34625,4598291.26346478,5821900.213501254
58904,58904,4591896.6833996745,5820329.812149675
122398,122398,4596360.688119121,5819354.332936155
39188,39188,4594316.227434976,5821865.109440153
pt_42959,pt_42959,4593911.268875248,5821051.28291804
99225,99225,4592936.507384169,5822322.876345524
74604,74604,4597875.832043617,5817335.735293171
39927,39927,4595645.929663195,5818902.126622425
51745,51745,4595568.446514059,5818226.986874021
121126,121126,4595094.220140361,5819057.055549803
160680,160680,4598458.237049241,5816866.600575047
81483,81483,4596735.700992888,5818618.919682051
2018,2018,4595351.1907288935,5818795.498314814
160558,160558,4592000.640049367,5823255.376432617
24696,24696,4596558.863502677,5817199.969472969
41760,41760,4590636.48279781,5821756.490681905
pt_38385,pt_38385,4595481.253004503,5824016.327290479
pt_7295,pt_7295,4598249.318111355,5820936.369490121
91893,91893,4589865.485955071,5820672.455608038
54286,54286,4592433.030687415,5819875.221266812
57696,57696,4590606.0777802775,5820374.788554759
102362,102362,4587768.782211923,5820705.6295043025
70103,70103,4593650.284499827,5822681.5571590625
pt_43305,pt_43305,4591821.9435050115,5818225.554663699
pt_1206,pt_1206,4592685.281850846,5822422.327077728
22153,22153,4591745.307989881,5819326.183027592
145734,145734,4590246.698179039,5823222.057434765
141666,141666,4594319.154985018,5823090.917359855
67934,67934,4597717.067531755,5816664.611993427
62103,62103,4591276.388625794,5822978.18598082
140327,140327,4589309.069897462,5819957.4632055
48148,48148,4593686.0035404395,5817298.326014648
39537,39537,4597073.080984768,5817799.293208751
77894,77894,4599702.557787446,5821546.106173124
34381,34381,4594939.122393494,5824153.0329545485
78968,78968,4594131.614222831,5820952.3680392755
pt_39342,pt_39342,4597369.305329678,5822092.27235502
86508,86508,4598617.865702802,5822176.975627074
29486,29486,4595166.955888067,5818785.777402596
pt_39440,pt_39440,4596201.257876935,5822471.378452087
131102,131102,4591304.181606199,5817901.050321667
23566,23566,4590681.0984298745,5817367.99210088
74783,74783,4591566.938145518,5820977.447662584
33157,33157,4596849.208989393,5823315.598686353
59766,59766,4599374.24815448,5820651.890304884
75507,75507,4591960.118639119,5819314.165161443
81466,81466,4596407.918079798,5819423.672823862
41763,41763,4590763.549366485,5821657.150624509
5984,5984,4588570.116204134,5822093.5920588905
83794,83794,4587835.256993074,5820519.892590691
11731,11731,4591566.739900782,5818580.244496645
25791,25791,4594237.65172396,5822949.365057297
106601,106601,4588806.263863605,5821221.068496059
122660,122660,4596758.721700238,5818851.769808167
33221,33221,4596666.936291289,5823623.417810965
pt_451,pt_451,4590264.245258167,5823187.352039453
153395,153395,4593797.726456254,5821538.65082016
103067,103067,4590007.638223311,5822789.103373465
122628,122628,4588754.499727384,5822198.516772574
16397,16397,4591367.289950758,5820292.929299858
125626,125626,4596011.659164299,5819346.143119977
157976,157976,4593981.0238064295,5816590.316435634
pt_6962,pt_6962,4588072.23042309,5821471.301597828
35379,35379,4597712.374122816,5821032.890082004
154198,154198,4594990.19777387,5818131.387810653
11247,11247,4593759.437499927,5823923.763370296
153659,153659,4590461.748552708,5818908.164828143
pt_433,pt_433,4590264.245258167,5823187.352039453
18380,18380,4589126.773357675,5821929.73128355
pt_40230,pt_40230,4591141.232812704,5818121.260387143
132515,132515,4597980.169508351,5820632.732522455
157661,157661,4591661.818374962,5822134.859143889
121552,121552,4599206.4490126455,5821671.009882664
98767,98767,4590993.369639153,5821521.385256968
28670,28670,4590460.216940338,5822395.948737305
113090,113090,4592929.263706956,5819067.355161336
133790,133790,4593303.486983712,5820219.629697595
151753,151753,4593087.921165585,5823874.013370951
111754,111754,4590530.033899341,5817927.149037903
160517,160517,4595940.851880882,5823390.26164496
147158,147158,4597358.60788835,5819206.577063636
109938,109938,4599691.40324504,5820370.1800994985
pt_43382,pt_43382,4596383.28806984,5819378.263586908
102811,102811,4590703.390252881,5822128.773321146
17620,17620,4597198.206800907,5819306.939104609
117525,117525,4592753.387957746,5818741.36528815
147042,147042,4597705.902928073,5819892.5088018365
3729,3729,4596528.258902743,5820849.102936966
33939,33939,4597308.815110834,5818740.12702532
136113,136113,4593930.618649501,5817768.16197083
pt_42471,pt_42471,4594651.249486152,5822251.303155897
44414,44414,4590746.402510423,5818832.967880179
88670,88670,4595017.495796232,5820650.315209044
pt_38303,pt_38303,4595468.263108966,5823279.3029880645
pt_4779,pt_4779,4597656.282304942,5822805.374771109
618,618,4594480.4606065955,5820497.918487414
pt_2415,pt_2415,4594962.278445704,5821160.350955654
pt_42369,pt_42369,4593557.299704631,5820469.267857397
52770,52770,4592393.324917751,5821717.303523039
61252,61252,4593920.260507611,5816632.8761175545
33312,33312,4594769.178747948,5824580.304947351
27012,27012,4589775.394790207,5820348.638243818
79979,79979,4596461.645876431,5820180.489776814
47278,47278,4587229.51754648,5820220.900564517
95622,95622,4596572.641574969,5819848.716766609
15018,15018,4594658.456827436,5817705.417933716
138413,138413,4596780.4523022575,5818005.418289799
123377,123377,4591946.163849405,5822358.76189234
90552,90552,4595018.865383674,5821094.827732304
26110,26110,4589036.446209041,5818103.586103132
142891,142891,4588986.8424687395,5818243.188298882
25209,25209,4593481.382963878,5823447.095448163
65541,65541,4598877.9497094015,5817585.221709359
2931,2931,4594810.8838451775,5823725.897166857
61149,61149,4593687.628012893,5817355.291648819
11523,11523,4591329.644673404,5823154.211024536
72501,72501,4588482.331068771,5820427.664304772
179,179,4594773.514184961,5823123.026005261
89295,89295,4588912.6240323745,5820331.25211631
28557,28557,4596930.364254562,5816602.624741892
45701,45701,4591765.261586217,5818998.43079399
61202,61202,4594032.570551127,5817591.428901864
pt_39160,pt_39160,4591541.246122565,5819111.331260402
152709,152709,4597134.851025599,5818819.652125297
51084,51084,4595213.528591253,5818377.1363634765
514,514,4594497.412772259,5818096.75249882
29625,29625,4593562.491953662,5820049.674036951
158724,158724,4588523.394878966,5820082.777154859
112047,112047,4594977.362527187,5819486.598549678
120979,120979,4598220.498568144,5821311.184212661
113879,113879,4597991.617182476,5816591.062930842
28140,28140,4594098.263370812,5823043.738096086
73036,73036,4587692.012471038,5821295.267923399
pt_4142,pt_4142,4592123.276071904,5821636.35328863
151228,151228,4597629.165820364,5823297.839606437
147105,147105,4597351.195151002,5819446.274119414
1949,1949,4594907.367887973,5819021.94800698
41573,41573,4596997.236903161,5820855.97513775
78189,78189,4588968.341137401,5817970.698225225
116608,116608,4598850.613065623,5817376.816713044
52658,52658,4594986.980009063,5822491.016669935
pt_42993,pt_42993,4590281.255880744,5822411.293098627
15065,15065,4598839.157647517,5821892.139961647
48151,48151,4594633.858986257,5820318.594248402
48728,48728,4593483.18694052,5822597.477937725
84352,84352,4590927.500037782,5818782.42520439
69446,69446,4595014.792293419,5820672.424785008
71500,71500,4591477.348175903,5818049.264041794
9211,9211,4594177.259449025,5820268.242172534
146140,146140,4592631.3394851405,5817582.630391294
35694,35694,4598703.556924627,5820921.303593001
144504,144504,4592517.106822148,5817069.849051411
109899,109899,4591125.710486283,5822976.327825066
2954,2954,4594105.995993065,5823356.824981894
145438,145438,4592815.008031474,5817902.149402949
2975,2975,4593850.941624862,5822978.497889763
145398,145398,4594221.112642013,5820964.00466982
41503,41503,4594418.37181285,5819712.498081492
125542,125542,4597168.402497256,5817108.4537262395
122985,122985,4596322.397851727,5819954.02817995
9967,9967,4594583.511416471,5824181.962334732
33175,33175,4596678.503685362,5822999.640227285
5821,5821,4599796.605741697,5820948.603893293
60125,60125,4590678.914177113,5817440.991502421
120548,120548,4592650.799414668,5818350.581518386
31371,31371,4595888.987164771,5822564.971930631
74754,74754,4595264.315222169,5820822.74899076
129889,129889,4591852.990381134,5821141.000550077
229,229,4599201.170744724,5822056.639067163
24724,24724,4596703.872301351,5816983.829960391
26217,26217,4597274.053824195,5818681.277332983
138054,138054,4588309.204185437,5819804.65813026
29120,29120,4590506.1076453235,5819718.799631957
117375,117375,4595134.9480896415,5823582.020446754
17188,17188,4588383.646763081,5821309.678950107
143096,143096,4590800.307218655,5819861.567734256
pt_40282,pt_40282,4594881.2572565125,5818481.321209242
pt_38382,pt_38382,4594453.281824674,5823420.364985267
53101,53101,4590217.177840719,5817967.41417279
93898,93898,4593256.383995727,5819991.417878247
46780,46780,4591988.834438119,5819647.73820799
43452,43452,4596615.032484582,5818587.556926074
30766,30766,4598665.086904375,5817311.361581175
102810,102810,4590738.144127123,5822348.41515303
16370,16370,4598144.666359038,5818368.07048628
21956,21956,4590276.09603651,5821800.864378309
83487,83487,4589244.335263132,5821930.156006594
59530,59530,4593340.723805151,5822214.472491197
11066,11066,4588226.513647999,5821415.194479546
29381,29381,4595074.964559551,5820920.745389722
121523,121523,4599610.513169042,5821553.752468872
120578,120578,4597918.889001975,5823071.967133516
77977,77977,4598767.852737762,5821396.526336264
76193,76193,4588397.9346977025,5819181.250666508
138311,138311,4589297.9872350255,5818885.167398336
99239,99239,4591473.368100021,5818411.541348605
11514,11514,4592977.015415516,5820386.883176014
137147,137147,4595905.746418331,5824277.4091087375
50817,50817,4588298.934288092,5822533.513709846
153085,153085,4595758.959439508,5822682.122927023
2439,2439,4592054.605471553,5819420.1329197185
89293,89293,4588817.029273739,5820331.1562836
pt_342,pt_342,4596766.395319783,5817302.054048071
122939,122939,4596986.890774337,5818400.163630837
36729,36729,4595530.309058769,5821039.793203691
38977,38977,4594944.125613916,5820556.42843626
59683,59683,4590703.390252881,5822128.773321146
88345,88345,4591778.430911534,5822813.397979712
38749,38749,4592836.878572674,5819116.941937144
67535,67535,4589885.129069307,5820975.326417254
7643,7643,4590090.151224164,5818401.481973474
pt_6972,pt_6972,4588884.259735091,5819352.321299794
pt_40245,pt_40245,4596863.272920475,5818044.296894762
68335,68335,4593589.563376961,5822676.111764301
121176,121176,4592093.970113918,5822376.864128322
14603,14603,4590273.916220747,5822409.510553201
34684,34684,4598360.53321554,5822193.288344798
58575,58575,4599600.407764686,5820406.02215385
pt_385,pt_385,4592541.253740872,5817881.319414763
27848,27848,4595216.647022168,5822758.367961072
11210,11210,4593579.929065774,5824064.322016406
92133,92133,4599455.356965112,5820458.223349759
55720,55720,4593882.704907098,5817414.606213459
74962,74962,4590777.834683081,5820889.546358916
pt_3537,pt_3537,4598788.277360834,5817464.322710537
1748,1748,4598734.296556898,5818447.6539225485
76739,76739,4598296.987215727,5820130.862287215
128582,128582,4596184.638819867,5819920.12432388
30448,30448,4596831.744507074,5817321.152389651
139429,139429,4599188.149279293,5822019.664227451
148392,148392,4597814.446803735,5817160.497728084
29071,29071,4596758.002748982,5822115.831659179
10988,10988,4596650.66889602,5824189.543544639
73919,73919,4592994.4589806,5820463.037757165
64107,64107,4598861.441864407,5822702.029281265
131087,131087,4591003.581389903,5818375.481490352
98467,98467,4596080.06490837,5820747.856579319
pt_42985,pt_42985,4590281.255880744,5822411.293098627
pt_38757,pt_38757,4589001.225409069,5822211.349600011
76160,76160,4596867.781228378,5821287.054516169
149292,149292,4593732.286779955,5822585.171907459
33225,33225,4596974.640851923,5823547.8287599655
pt_291,pt_291,4596656.285096985,5817292.315750181
pt_145,pt_145,4593131.2881212495,5821401.279032987
45749,45749,4591235.040561693,5818953.715022206
125804,125804,4591891.137162652,5820023.342835929
pt_5629,pt_5629,4595212.269489666,5823888.315312974
27950,27950,4594840.396387659,5821692.628355652
34981,34981,4598125.521500929,5816622.778284233
46149,46149,4590279.901179588,5821855.263732101
111667,111667,4592379.129705852,5818136.211559265
58578,58578,4594175.4236691035,5822928.21078186
35072,35072,4590720.42265239,5819215.874925805
41284,41284,4589061.8173879245,5818579.802716505
34379,34379,4594871.73717859,5824121.216982184
35021,35021,4592987.803810901,5819705.986864967
pt_38811,pt_38811,4593451.240134889,5819851.25891179
11264,11264,4593627.486319748,5824413.498666926
pt_5692,pt_5692,4594822.29062239,5819500.339877542
94513,94513,4589864.832651445,5819588.590747232
109900,109900,4591038.5970912,5823013.800178573
8242,8242,4589319.587009983,5822646.20742089
142888,142888,4595857.378176473,5822875.258156615
38841,38841,4592956.648974797,5818670.322901654
pt_38760,pt_38760,4588333.608935062,5822719.964821921
117750,117750,4593554.2345543625,5819608.3078476405
127168,127168,4589791.355377992,5818452.026767818
151370,151370,4595888.065820772,5823684.605358271
48010,48010,4590502.139367699,5817962.609097706
57600,57600,4591959.830845272,5819834.660077194
61171,61171,4593948.363462604,5817668.278576019
754,754,4594433.299158734,5820893.297027886
93489,93489,4591324.137704883,5817779.105596615
117013,117013,4591500.839049723,5819401.659170914
147928,147928,4597929.422492364,5816177.244405861
pt_38814,pt_38814,4594237.271516158,5820098.2667955505
pt_39247,pt_39247,4594082.239244875,5820553.33117294
87987,87987,4594232.0073440615,5822086.244098536
41166,41166,4597581.9837875655,5816456.1881303545
130149,130149,4594448.872198687,5819176.10320095
67174,67174,4597725.3481078185,5822863.331981117
20884,20884,4594264.722766583,5817578.283367407
38382,38382,4592256.84109345,5819266.43016776
111262,111262,4596234.519790608,5821892.018967923
42308,42308,4598497.923052729,5817095.342236168
74964,74964,4593053.838090569,5818114.874551843
22039,22039,4598863.054840598,5822676.927166673
24743,24743,4597855.246307409,5816912.906857881
18042,18042,4589694.719116485,5821438.6287453575
147394,147394,4588613.922540767,5818883.507301363
76244,76244,4587331.913159963,5820272.387177253
14706,14706,4590210.907678936,5819677.187325805
38655,38655,4592089.581842723,5819377.813136449
44438,44438,4590928.347145377,5818763.474093589
2986,2986,4587330.59571972,5820040.458791818
35852,35852,4598119.366282186,5816878.751171203
65104,65104,4592761.382940454,5817009.431762327
107525,107525,4594953.117639205,5823775.513858454
pt_5736,pt_5736,4594378.173811432,5817850.177803817
32714,32714,4596352.6405697,5824237.168799928
139254,139254,4593248.783747266,5820430.099500293
86329,86329,4597986.529643199,5819575.177635425
60488,60488,4590627.911732272,5821743.042060391
10360,10360,4589951.489025223,5821135.133954784
44877,44877,4597986.317813333,5823169.690034161
137166,137166,4595650.646495068,5817697.168989577
128671,128671,4594918.840873272,5818274.565790174
pt_39716,pt_39716,4588191.234248352,5820551.269159254
96325,96325,4589805.357756897,5817336.021930077
77390,77390,4590415.17316844,5817332.054953705
60862,60862,4589722.828801207,5819809.874317639
150515,150515,4589352.649594079,5818059.2667526575
24991,24991,4597560.590483783,5817197.5558487065
46457,46457,4591605.436290881,5822144.21247949
16155,16155,4598071.615543932,5817937.556531387
151910,151910,4597856.969687138,5820087.367449084
pt_38830,pt_38830,4596871.291565181,5818161.33224639
61447,61447,4588124.543551914,5819574.918889828
14017,14017,4596729.017967656,5823865.912882755
158716,158716,4588537.177129277,5820082.680859375
25016,25016,4596598.502926595,5816914.12309169
pt_42593,pt_42593,4598501.287189352,5820168.132246638
135036,135036,4596780.751802738,5820984.6487085465
126155,126155,4589397.63699877,5821356.746022849
10455,10455,4593617.169341858,5818480.686207922
93482,93482,4591395.838790484,5817788.665742381
152681,152681,4599450.417244432,5821942.839660156
24398,24398,4594377.06661461,5821356.6678957995
5660,5660,4589034.546697242,5820332.617953184
pt_4795,pt_4795,4590511.269442534,5819791.344893136
145219,145219,4591249.926854906,5822205.713292833
89127,89127,4596059.157169937,5824002.14626045
152474,152474,4596337.828189444,5821900.225985519
121200,121200,4590813.017120515,5817592.755672835
114735,114735,4589487.2635698775,5820557.593930551
56137,56137,4593012.4836851265,5822720.245950528
148855,148855,4593459.310700346,5819710.372468776
160066,160066,4594172.654154241,5821329.506918481
135506,135506,4594831.761346799,5823062.375320787
149981,149981,4588003.413811469,5819059.502615883
16158,16158,4598071.615543932,5817937.556531387
99701,99701,4593035.008955887,5822376.504033006
21451,21451,4590763.549366485,5821657.150624509
93848,93848,4589004.705269275,5819377.289281953
43707,43707,4595926.45124821,5818461.3460054705
115177,115177,4596217.246410774,5818971.245030538
69435,69435,4594717.349314137,5820726.611512431
123008,123008,4597432.148336855,5820078.041961527
pt_4387,pt_4387,4598838.277674999,5818258.32214047
30135,30135,4595974.355650138,5820052.072243027
47117,47117,4598419.021299405,5817724.512172765
7830,7830,4590999.76769361,5822253.499936698
62101,62101,4591300.318703655,5823178.4195578415
10248,10248,4593601.371418985,5820385.224041912
93477,93477,4591324.137704883,5817779.105596615
42363,42363,4595307.740580043,5821293.581074495
19603,19603,4589391.638284647,5821347.976964726
24188,24188,4597196.854843224,5818187.7160157645
27803,27803,4589032.018324507,5820218.237935709
30871,30871,4598190.74376897,5822118.242853446
65144,65144,4599633.873279614,5821162.746591581
96332,96332,4592111.740943642,5822335.446061736
55721,55721,4593943.283041233,5817493.080560984
74305,74305,4588557.1994423,5822564.619889143
143252,143252,4591199.32682528,5821958.023237388
32457,32457,4597501.891588083,5816256.507016915
138326,138326,4589407.685186688,5818604.947194268
pt_392,pt_392,4595219.260057309,5817652.261050654
71496,71496,4597256.800747791,5821525.918310611
146049,146049,4595287.11444882,5817765.311060186
pt_43055,pt_43055,4595962.2564637475,5823107.29205769
75505,75505,4591752.7962148,5819199.287017212
34667,34667,4598537.883665955,5822007.139038037
18378,18378,4589002.317803658,5821930.575550074
78965,78965,4594131.614222831,5820952.3680392755
118003,118003,4595888.987164771,5822564.971930631
pt_43022,pt_43022,4593431.255312433,5819381.263862403
127443,127443,4597093.407594112,5821664.602850079
84448,84448,4591407.794411642,5817781.208133019
112603,112603,4599727.691288861,5821166.434956759
112039,112039,4594932.79364934,5819371.442377207
45709,45709,4591736.766307103,5818224.49610595
84650,84650,4591457.454782444,5818411.600950854
pt_43104,pt_43104,4589895.222113648,5820650.327323985
130569,130569,4590888.952468525,5822339.510865411
16379,16379,4598226.3204335105,5818328.9860144425
159264,159264,4588657.744379001,5819785.455860821
19013,19013,4590415.17316844,5817332.054953705
96028,96028,4591468.554756637,5817823.245574249
112728,112728,4590460.216940338,5822395.948737305
68882,68882,4593588.153591228,5819636.292436713
74768,74768,4596548.663537631,5819092.784457192
49452,49452,4595026.553985094,5824631.886766924
47698,47698,4597909.997496501,5817727.868024474
157623,157623,4596344.453847029,5821022.262238181
53403,53403,4590785.797497715,5819540.86676424
74660,74660,4589335.347732371,5821674.071150296
138184,138184,4589713.127291719,5819682.973941392
147288,147288,4589022.745489081,5819601.220083395
12218,12218,4589448.764478783,5820048.898223393
96223,96223,4593554.2345543625,5819608.3078476405
51779,51779,4596064.95119564,5824400.89065661
51242,51242,4591230.1389463395,5819087.994665872
125588,125588,4596202.619550309,5822111.445035576
44831,44831,4594682.526356448,5821021.201247357
44454,44454,4590920.085444797,5818719.866544976
110091,110091,4589081.489761997,5818643.203673268
119847,119847,4597664.846205588,5822816.4429756235
131146,131146,4591010.320668978,5817912.723102994
149046,149046,4591949.483627501,5818261.858055898
96025,96025,4589850.481069522,5820017.9507541405
146331,146331,4593816.120535511,5821097.202354649
92998,92998,4592831.376506918,5822005.8226404525
9774,9774,4597920.312384793,5821540.105538981
4504,4504,4595894.225301238,5821562.480110408
28304,28304,4595654.046421406,5823288.313817329
75789,75789,4592970.563384236,5822008.827848682
122789,122789,4595276.437586386,5818967.223224741
45765,45765,4598055.519870715,5819069.783333295
32506,32506,4597868.30010128,5818348.047332165
33117,33117,4589407.685186688,5818604.947194268
80170,80170,4593630.982124267,5820361.089635525
1502,1502,4591399.559717438,5817312.883694768
151497,151497,4588454.232888395,5818754.037837879
pt_43462,pt_43462,4590541.237127092,5817931.284823375
186,186,4594773.514184961,5823123.026005261
pt_2386,pt_2386,4597308.277095364,5821161.267323517
33205,33205,4597055.033394828,5823696.832019255
16976,16976,4588942.424058878,5818076.548126724
106395,106395,4595726.915586926,5822022.08763522
151236,151236,4597427.3199671125,5822794.917841096
70105,70105,4593596.096574685,5822651.09158717
11076,11076,4593990.731409686,5818308.863169448
35892,35892,4598490.076853239,5821185.465140155
pt_40243,pt_40243,4597171.274572324,5817750.288773187
70244,70244,4594471.8692528885,5821668.782744034
136325,136325,4596546.804437032,5822221.153680815
141534,141534,4594560.9759597955,5822793.402588994
96109,96109,4595518.335180679,5821638.68111744
34534,34534,4598009.08955631,5817119.353797942
77997,77997,4596959.440591787,5822993.992971597
138603,138603,4594336.995271416,5821660.208129692
44397,44397,4590959.980976938,5819132.0322001
pt_6958,pt_6958,4588061.22662799,5820091.242924506
24925,24925,4598139.431641123,5817549.496883258
29651,29651,4594728.139945695,5819117.528311541
61303,61303,4593282.469889884,5816786.969468475
132317,132317,4592214.215553941,5819136.232697097
12204,12204,4595146.9149813,5819268.120036642
49888,49888,4590479.172027376,5823018.3877535695
154175,154175,4597753.756754038,5820169.962491592
124049,124049,4589433.065847973,5819834.090406521
33848,33848,4597757.901063754,5823604.602931633
pt_6971,pt_6971,4588902.254514655,5819701.258861998
pt_6973,pt_6973,4589801.277332389,5817541.25225763
18539,18539,4594071.658970324,5822040.443256947
140323,140323,4589298.307853205,5819802.818119598
101189,101189,4594005.119515833,5817242.404563823
59275,59275,4589563.757752632,5820024.728163398
104246,104246,4592386.233773044,5822200.529719749
pt_2307,pt_2307,4597206.293040897,5819889.283496765
153272,153272,4596012.892691449,5821231.61394036
pt_39344,pt_39344,4596475.247288267,5822289.31470331
26499,26499,4597932.666565516,5818345.023576412
138000,138000,4589660.414351613,5819155.016875756
99649,99649,4591524.932771749,5822817.372518809
22717,22717,4597208.41685725,5822748.238544658
8172,8172,4593395.847611142,5819994.683578344
84837,84837,4598686.748023107,5817011.052470794
pt_39763,pt_39763,4590281.255880744,5822411.293098627
16376,16376,4598226.3204335105,5818328.9860144425
pt_2259,pt_2259,4596829.293372305,5819738.346026385
61249,61249,4593659.579419586,5816847.008879015
65190,65190,4592588.932562261,5817858.387406162
93854,93854,4594027.592201304,5821487.677255937
22350,22350,4590491.813696064,5822989.569787069
102115,102115,4594399.3479151605,5819023.2231125925
151795,151795,4593612.112209059,5817766.16244293
145418,145418,4592518.991976766,5817158.43034535
pt_7288,pt_7288,4598951.306203877,5819611.273664808
79204,79204,4588771.715345133,5821584.827350276
22771,22771,4594342.81857322,5818644.750826384
505,505,4594623.564699939,5818079.269639501
160516,160516,4595929.234186387,5823489.95880098
93478,93478,4591471.74404755,5817667.774710985
14978,14978,4593216.631912093,5818607.600990014
105236,105236,4590971.637449913,5821829.706143755
27989,27989,4595232.813267478,5823818.855591245
132403,132403,4599691.40324504,5820370.1800994985
61133,61133,4593745.96652325,5817036.614065065
pt_39293,pt_39293,4588061.22662799,5820091.242924506
3974,3974,4591013.138870136,5819398.219700547
136246,136246,4598262.833349444,5819438.847386325
23295,23295,4593419.373038226,5816801.716035215
pt_2279,pt_2279,4593631.304517977,5817754.284485456
8743,8743,4591965.17816805,5818823.846737098
80171,80171,4593818.586365561,5820382.595641748
156566,156566,4597515.462240612,5817498.993346908
25015,25015,4596781.355540652,5816950.983779031
135935,135935,4591745.25060557,5819738.968568754
158682,158682,4594862.655976129,5824314.689253744
115004,115004,4594441.57158816,5822306.319979502
144179,144179,4590427.149652784,5817323.805077787
45768,45768,4598348.326407505,5822443.6320101945
63598,63598,4593318.42573533,5817707.898930806
pt_43443,pt_43443,4591131.240726055,5822971.321608483
pt_38378,pt_38378,4593011.229368101,5822296.265984418
122991,122991,4597585.3956823815,5818528.605488103
152946,152946,4595287.11444882,5817765.311060186
28254,28254,4596469.503313009,5823506.5888410285
19048,19048,4591041.022652735,5822519.279940811
pt_39006,pt_39006,4597275.32693443,5817962.283705589
33565,33565,4597303.811331873,5823158.482417343
615,615,4594297.685239262,5820579.864665294
49890,49890,4590475.751065215,5822991.543879267
140742,140742,4595264.315222169,5820822.74899076
pt_40289,pt_40289,4597581.302930078,5817409.348744343
21320,21320,4595443.308827673,5821002.902430757
118540,118540,4597336.177572579,5821431.653593989
74776,74776,4596742.343463753,5819517.992013213
122400,122400,4596116.572412717,5819248.139760608
15020,15020,4594593.676454582,5817711.014700519
51788,51788,4596166.960662762,5820018.7223755885
pt_40288,pt_40288,4597171.274572324,5817750.288773187
23320,23320,4594208.911636414,5817400.096204844
2952,2952,4593978.815408226,5823523.553604116
68442,68442,4596402.047334317,5822876.291965855
115302,115302,4598720.453749082,5819016.128987475
48000,48000,4596583.4388469,5821583.334070262
pt_4810,pt_4810,4592179.289428561,5818803.265082498
2987,2987,4587570.00805499,5820048.300026771
47554,47554,4588621.186452001,5818310.445927362
99654,99654,4591845.597205607,5823091.348069606
50504,50504,4588845.136220528,5819436.550501903
108420,108420,4592234.571237728,5819468.515085966
70734,70734,4593343.159847798,5822823.706666904
pt_5628,pt_5628,4594838.271969095,5823683.37213714
158396,158396,4598569.821529572,5822286.421069601
95516,95516,4592148.386725329,5818807.125867442
43099,43099,4593239.03043741,5819966.733496815
25801,25801,4588759.193966849,5821307.346993408
11054,11054,4593434.758502009,5823914.443352585
47405,47405,4588272.294310385,5821965.181743387
48403,48403,4597161.635417738,5822175.342535269
68168,68168,4592517.6599051,5819643.090488971
