link;x;y;drtVehicles
-187939154;795974.5800000001;5823441.5;1
-6075138#0;795222.485;5824605.529999999;1
417687079;795412.5700000001;5828525.105;1
1125773128;796481.615;5826507.8;1
-23248778#1;802573.875;5827157.345;2
-69409257;798699.0549999999;5826203.22;1
-4500114;792794.035;5824118.154999999;1
-23248778#2;802703.585;5827131.615;1
168515533#0;798463.35;5826985.66;2
-1101062305#1;794059.11;5828565.395;1
-1024043830;801120.385;5824677.64;3
-37116780;792473.19;5826262.465;1
-1009152567#3;801532.495;5822708.24;1
-1009152567#0;801336.53;5822657.04;1
-4500116;793101.865;5824358.29;3
-1009152567#1;801396.99;5822672.859999999;1
-850240180;799039.235;5828954.79;1
-1056639653;793655.225;5823422.515000001;1
-155595024;802021.435;5823022.215;1
-315214529#0;797021.735;5828509.06;10
-155595021;801471.675;5822758.805;1
-4597032#2;797068.87;5830275.965;4
-107178761;794053.565;5825680.365;1
52158843#0;797936.065;5824902.91;1
-23343819;801339.23;5826980.6850000005;2
-4492376;794207.4099999999;5825164.755;4
-15920080;791196.525;5827379.49;1
-41828679;798831.8300000001;5830170.96;1
-1110416087;792597.035;5826642.53;1
-1108164794;794116.8200000001;5827639.82;1
-26109166;796559.285;5828256.605;1
-1098856682;799073.855;5829234.154999999;2
-168967374;796915.03;5823296.955;1
-169755107;797296.87;5823667.1;1
153653006;795308.9450000001;5826385.640000001;1
4410148#2;795881.7649999999;5828653.615;1
-155605331#5;800948.685;5824713.965;1
-155605331#8;800999.22;5824812.234999999;1
-4495000#1;800667.385;5824958.71;1
153653007;795520.485;5826350.23;1
-36738527#0;801333.89;5824194.965;2
-4495000#0;800709.565;5825023.994999999;1
-821100848#0;792070.0349999999;5826467.12;3
176621934;793434.375;5823752.74;1
-851610759;799314.105;5824821.035;5
-4387786#0;792626.815;5823981.41;1
-851610758;799308.3;5824690.8;3
1119934869;797646.72;5827601.640000001;1
-4606225;798569.165;5830160.545;1
339201250;798878.46;5827028.875;1
-4387786#2;792779.15;5823950.865;2
-4606227;798677.365;5829918.914999999;1
4497869;791433.0549999999;5825874.98;1
-4409873#0;795264.39;5827838.88;1
-4606224;798218.51;5829972.34;3
-172219133#0;801210.6699999999;5825398.8100000005;3
-131650081#1;798014.4450000001;5829239.715;1
-172219133#1;801057.395;5825472.445;1
-1102154070;797721.925;5828581.765000001;2
-4685757#0;801644.9199999999;5827039.98;4
-172219133#4;800890.6950000001;5825552.35;5
-131650081#0;798082.6799999999;5829065.03;2
431356095#0;800880.12;5826860.6899999995;2
9188888;801645.27;5824472.3100000005;1
288762496#0;801718.95;5828922.465;2
-4543405#0;793316.0;5828475.4399999995;3
-851610745;799451.2150000001;5824830.455;1
-4543405#1;793292.26;5828341.58;4
-465418100#0;798056.2150000001;5829327.890000001;3
-930343901;797438.2849999999;5827745.3;2
-851610741;799580.51;5824687.35;2
-26995580;795358.76;5824587.04;2
489480666#0;798610.875;5824696.0600000005;1
-94133643#5;798739.755;5830328.779999999;2
-4606214;798480.56;5829693.775;1
-195418554;799568.9199999999;5826839.095000001;1
61737905#0;802036.655;5827040.48;4
-195418556;800240.85;5826581.245;2
-195418557;799943.89;5826693.93;1
-573013098;793720.5449999999;5823321.66;2
-964589591;801060.8300000001;5823510.324999999;1
-311557432;796384.4650000001;5825019.055;1
-875860586#2;799395.7150000001;5830767.08;2
-34122859#0;795602.6950000001;5826116.34;1
-152263212#0;801800.81;5824076.5600000005;1
-1101407177#1;795138.175;5828377.65;1
-1105631678#1;793755.585;5824588.11;1
-195105328#0;797569.515;5828037.72;3
25185005#0;793251.72;5826894.705;1
32640199#0;799184.38;5824748.02;2
32640199#1;799174.455;5824752.97;1
-1101404244;799757.5;5828757.85;2
-826108091;794583.86;5823844.35;1
-1052675176;799299.0449999999;5829074.21;2
52578336#0;793015.385;5826810.18;1
-867850613#2;800169.2050000001;5823739.285;4
-155073133;796973.715;5823887.38;2
1068936253#2;792076.3400000001;5828036.35;2
-4490378#0;791749.5700000001;5826502.98;2
-291691899;795996.54;5828361.825;2
-4490378#1;791781.3;5826333.1899999995;2
-126215416#1;802914.26;5828384.975;1
-169755110;797115.1699999999;5822862.35;4
4540509#2;794076.73;5828253.9;1
-4615064#0;800567.7;5829673.035;1
-4615064#1;800712.515;5829577.65;1
-73310502#2;797930.79;5828873.609999999;1
-863913425;801114.7949999999;5823717.415;1
1116574439;792319.53;5826678.835;1
-4515893#1;791183.515;5827175.109999999;1
-27190701;800984.2749999999;5826832.095;1
-856982235#0;801660.2150000001;5824829.845;1
-30770226;797700.975;5824291.025;3
28497255#0;794984.015;5825649.57;1
33231767;801282.35;5825981.855;1
-24242838#1;798081.9650000001;5826700.164999999;1
1096709530;801067.49;5829579.675000001;1
-1101189578;791331.6799999999;5825865.550000001;1
-4436793#2;793091.47;5825062.365;1
-1091806069;797434.04;5823255.0600000005;2
25121296#0;795938.1000000001;5825398.6899999995;1
-4615745#0;801567.8049999999;5828431.195;2
-4615745#1;801486.64;5828589.68;1
-677809119#0;801711.47;5823667.275;1
-4606273;799954.04;5830439.255000001;1
-116793954#3;796711.985;5828931.765;4
-1052675227#4;798876.81;5829678.49;1
76212438;796628.325;5827964.67;1
-1054376499;798267.6799999999;5830585.105;1
-68455992;801270.845;5824431.855;1
339201217;798392.595;5827702.6850000005;1
-27116221#0;792449.81;5824383.765;1
1122600949;800981.415;5825883.6850000005;1
-29400740#0;793755.745;5828997.855;1
-29400740#1;793737.06;5828803.395;1
-824921529#3;798056.62;5824980.845;1
1096709561;799985.905;5829004.055;2
-4436793#1;793102.935;5825170.69;1
-23859712;801828.28;5824703.6850000005;1
-4436793#0;793107.8400000001;5825302.355;2
138000505#0;791505.0;5827077.075;3
-1056594666;791043.3;5825636.28;5
-4612968;799194.69;5827670.395;1
155605281;800505.4450000001;5823746.215;1
-340606518#1;800628.1950000001;5829122.6850000005;1
22972195;797690.29;5827881.8100000005;1
328064921#3;797627.175;5825900.445;1
-142018578;799020.78;5825484.37;1
-49677300#2;802069.835;5826906.055;2
-203910786;793764.38;5828996.074999999;2
150540946#0;794987.33;5823875.494999999;1
-1080200475;797199.05;5829823.625;1
-31621015;792511.01;5826992.51;1
-466318949;801748.49;5824607.79;1
35557588#0;800476.895;5826734.71;2
-175913914#2;801535.23;5827314.425000001;1
-4437186#2;792305.6599999999;5824915.545;1
42104389#2;796600.0349999999;5828706.595;1
4444427#0;792270.47;5825183.275;1
-819029012#2;801055.55;5826756.47;1
-4480580#1;791328.1599999999;5825662.995;4
-744938428#0;800119.31;5827696.835;3
-4490369#2;793975.8200000001;5828033.47;1
-4540285#2;793913.9199999999;5828580.6;3
318888123;794873.39;5825530.970000001;1
-4540285#1;793932.075;5828782.1850000005;1
-82652406;799798.7050000001;5827786.54;1
-4540285#0;793952.41;5829022.055;3
-238119551;800293.015;5824120.51;5
-1102606774;795711.035;5824729.42;6
-755551646#0;798824.52;5827427.6850000005;2
-24320722#0;792263.745;5826364.125;1
1113401735;799183.61;5828357.84;1
-346234392#2;797634.9450000001;5824738.85;3
-4410459;791923.54;5828575.24;3
-4581766#0;795017.395;5828788.8149999995;2
-4540511;793822.96;5828050.925000001;2
-4581766#1;795026.155;5828629.18;1
42989675#0;796378.815;5830031.08;1
-945954405;800176.24;5823280.615;2
-4471967#1;792632.87;5828134.955;1
-520627761#2;792606.365;5824465.17;2
-945954402;800350.66;5823323.055;1
-48802137;802238.355;5823110.745;1
-4618777#2;796038.925;5825738.859999999;2
-119914238#0;797471.135;5829962.09;1
-814842897#0;794387.6950000001;5824478.99;1
-24214232;798941.2749999999;5826536.57;3
-4597029;797120.0700000001;5830079.789999999;3
-4370500;791677.16;5825302.18;2
302429360;791618.705;5827515.12;2
-23108814#1;794653.75;5823475.63;1
-51755232;799519.2;5826467.76;1
-141128588;791960.315;5825028.369999999;3
1096709571#0;799630.95;5829116.125;3
-160971199#2;796605.145;5826882.085;1
284736594;800417.075;5828020.605;1
-1027272080#1;802553.9199999999;5826929.41;1
-4597335#1;796740.505;5826565.779999999;1
-4606218#0;798747.87;5829770.88;1
-376720444;794009.385;5829309.56;1
-4583373#0;794874.7949999999;5824232.945;1
-689406334#2;793467.99;5827880.515000001;1
-376720447;793907.27;5829282.415;4
-400740403;800410.13;5823252.015000001;1
24240245#0;797148.325;5827516.525;1
1101062260;794026.975;5828463.35;1
-1057538106;798386.2;5826383.785;1
-1089751350;797263.935;5825136.055;1
203910322;800654.7849999999;5822544.16;1
-4387782#2;791841.6499999999;5825015.8100000005;2
-1057548387;798123.6799999999;5825840.43;2
4389663#3;793054.21;5824144.05;1
939461219#3;799888.335;5829895.665;1
-35556490#1;801250.155;5827437.27;1
1101404059;799774.51;5828584.18;1
-4437117;792798.245;5825172.18;1
-82658674#3;799336.0700000001;5827644.335;1
30705159#0;798341.6499999999;5825534.98;1
-25042577;794469.53;5824295.845000001;1
-51167934#1;798074.125;5828285.635;1
-492643593#2;795837.1950000001;5828042.625;2
-713576590;798152.085;5828890.79;3
-1002399795;801527.6950000001;5822544.665;1
-4596990;796697.515;5830010.24;3
1116876557;796856.5449999999;5825721.415;2
-4579851#2;798506.925;5823950.71;10
-145934343;792470.625;5825929.119999999;1
-4612695#0;799075.365;5826173.4350000005;3
-179307467;803153.075;5826727.27;1
4381160#2;793350.98;5826045.675;1
-376720436;795352.605;5829626.695;1
-187399686#0;802420.31;5827048.67;1
-376720435;795066.21;5829586.43;1
-151974158;802125.4099999999;5828704.98;3
-159081775;796930.095;5826849.915;1
-159081776;796745.27;5826829.08;2
-4436882#0;793773.71;5825041.324999999;1
1120993114;798492.135;5828387.775;1
-1059672153;798694.8999999999;5824518.275;1
-27600362;795123.845;5824568.324999999;2
1015444369#0;794997.52;5823516.725;2
-603999352;793821.9550000001;5824562.9;1
-8022425#3;799514.56;5830449.13;1
-71392596#2;801209.105;5823697.3100000005;1
-4612695#1;798985.1950000001;5825963.795;1
-4612695#2;798916.835;5825805.71;2
4068078#0;801978.0;5826831.67;1
1101190054#1;791105.5700000001;5826485.13;3
-335396339#0;795671.5;5825729.97;1
-1107180837#0;795303.755;5825177.470000001;2
-338412126;796732.395;5823976.8149999995;1
-1101189114;791451.395;5825292.1850000005;2
-4409901#0;795156.09;5827873.215;1
4556843#3;792550.785;5827371.475;1
-4612970;799299.2;5827712.015000001;1
783042668;799241.8500000001;5828435.630000001;1
-193959709;794699.895;5828927.215;1
-4887461#3;799472.57;5825886.84;1
-1083346203;801937.065;5827540.355;2
-30829977#0;800913.5;5825054.38;1
-36987811;802803.46;5826000.89;1
309156926;799271.365;5827926.97;1
-1083346207;801757.375;5827714.895;1
-391493946#2;797476.31;5824014.609999999;1
-4490374#2;791419.485;5826260.325;3
-1018926819;797018.665;5830066.725;1
-1120360094;801794.42;5824789.74;1
984020534;795578.085;5825506.9350000005;1
4597054;797273.91;5830072.029999999;1
-777345629;801374.29;5823032.585;1
-38168755#2;793028.0;5825243.01;3
-28251222;798171.315;5827604.67;2
-5785862#2;795192.87;5825540.83;1
-31969137;797368.46;5825044.875;1
-1101063188#1;793550.0800000001;5828991.21;1
-4592177;794197.25;5829242.66;3
-269636104;793997.5049999999;5826790.545;7
-4296467#0;798329.8;5828790.52;1
-448715094;800151.21;5826955.085;5
-25639769;791255.74;5825772.470000001;1
381816947#0;797904.27;5825356.414999999;1
-4396235#2;794173.185;5824864.26;1
295445243;799680.6950000001;5828681.255;2
303240827#0;793910.78;5825365.205;1
-386668188#2;800429.325;5825843.625;3
1054644312;800588.065;5827824.7;3
-45317032#1;798214.2050000001;5824664.09;1
-990194457;800722.485;5824637.475;1
-188866876;801452.26;5826198.675000001;1
-593851968#1;796824.75;5823061.035;2
-593851968#0;796832.355;5822907.470000001;1
-4442075;793712.8049999999;5823483.73;2
-4597379#2;794798.4450000001;5825866.59;1
-140432615#2;796097.3;5823917.53;2
-593851968#2;796817.1799999999;5823204.98;1
-105807937;801908.5700000001;5828084.83;1
-153150698;795390.48;5824464.635;1
-11543648#1;791589.97;5827369.295;1
-4494993;801362.47;5825218.46;1
37287190#0;802055.7849999999;5827265.23;1
-4494995;801087.76;5825340.945;2
-4494996;800926.8300000001;5825412.415;2
-909291873#1;792133.4750000001;5827500.515000001;1
-4446798#4;791848.135;5825291.3;1
-4789056#1;801984.01;5828637.27;1
4764121;791623.62;5827927.345;2
-4387785;792595.3049999999;5824328.305;1
-1083535999;802073.65;5828291.805;1
-4387784;792411.51;5824470.98;1
-155605322#0;800961.8;5823242.175000001;1
-4685797#0;802123.795;5826418.855;1
-551950267;794877.05;5826389.300000001;7
-172921853;797586.615;5829927.795;1
-155605322#1;800813.485;5823202.11;1
-181407580#2;798941.19;5823900.325;21
-560370523;798048.4650000001;5828473.119999999;3
-1094774004;799277.5249999999;5830059.865;1
48638393#5;793964.67;5824822.6850000005;2
1057545069#3;798274.1;5825740.785;1
188308863;798211.5700000001;5825945.005;1
1096948321#0;801020.4299999999;5825900.15;1
889203671;800252.77;5823346.675;1
-82652816;799441.315;5827491.83;2
-24911800;798169.725;5830130.869999999;2
48638393#0;793974.085;5824582.395;1
11405458;795472.16;5825613.0;1
-4610356;798204.675;5828763.375;1
154483993#2;796213.675;5824920.785;2
-4610353;798341.475;5828881.41;1
986957312#1;801442.275;5823270.67;1
-188865525;800944.4099999999;5826004.795;1
-4478051;792743.125;5824197.8;1
-163209201;793143.7849999999;5826667.145;1
-1121478205;796308.025;5828173.130000001;1
-4531490#1;795291.0449999999;5824490.675;2
153370345;794814.4750000001;5826248.98;8
1096203482#0;795578.715;5825114.425;2
886179533;800335.77;5822989.880000001;1
-386592861#2;797097.6499999999;5824565.92;1
-176031303#2;800330.2250000001;5826775.535;2
-32878639#2;791644.35;5824857.65;3
-1120853670;801065.545;5824378.68;1
390998963;798078.065;5831010.665;1
-1102154067;797761.47;5828804.845000001;3
-1082168181;792068.8300000001;5825658.035;1
688041804#0;793964.565;5826139.53;1
-1089751371;797261.355;5825291.05;5
440078644#0;801803.83;5828568.365;1
-4474915;796874.7949999999;5826918.8149999995;3
-4531630;796206.2350000001;5824336.09;1
959902741;800166.79;5825039.665;1
1083722318;802821.49;5828077.855;2
4402682#3;793595.075;5825758.32;1
-154261294#2;800757.025;5829237.805;1
327462539#0;791485.8400000001;5826089.0;1
-1110773561;797658.7;5829823.005000001;2
-845145780;797239.1599999999;5822814.105;1
879144133;800149.6000000001;5828018.595;2
-150512652#2;794627.7250000001;5825575.59;1
-1082280838;790794.1799999999;5826180.115;1
-172219124#3;800957.1950000001;5825280.915;1
23218352#0;794725.665;5825708.355;1
-172078325#2;797766.96;5829163.37;2
-1092194756#2;792960.485;5825652.12;1
-180987807#0;794276.375;5827300.405;1
30705168#2;798329.79;5825495.5600000005;1
-188866872;801220.54;5826220.115;1
-180987807#2;794233.56;5827218.355;1
30705168#0;798332.135;5825509.045;1
-172078325#4;797926.3300000001;5828981.785;1
-989227398;800188.8200000001;5825297.88;2
1123105979#0;797768.5900000001;5827803.66;2
959902758;800084.345;5825236.225;1
-1083614733;801078.62;5828354.505;3
-30705211;799037.5;5827208.5649999995;2
-344680962#0;798426.1699999999;5825369.85;1
23851917#0;798960.3999999999;5827422.18;1
298473729;800150.73;5828451.97;3
-344680962#1;798637.3300000001;5825308.38;2
-816236488#0;800989.845;5823108.845000001;1
-437360302;792864.5549999999;5827485.115;1
-62114953;795786.73;5824966.86;1
-18908134#0;801154.375;5822795.84;1
-816324773#2;799677.3;5824587.99;4
-4515626#0;791699.31;5826424.62;2
-1119962212#2;792298.235;5826883.42;3
-520485512#2;795484.0549999999;5826145.035;1
-979807156;800792.6799999999;5822349.050000001;1
-1054756408#2;800568.59;5827588.245;4
316869458#0;801333.5349999999;5827826.05;1
-4515626#3;791822.755;5826438.655;2
4484427#0;799535.115;5828915.345000001;1
-1094234009;801071.71;5829817.645;1
25219757#0;794567.745;5828688.43;1
-881391858;792932.255;5828736.055;3
37540949#0;793879.115;5826068.46;2
-1083614721;802001.3600000001;5827851.92;2
-34024122;790927.63;5827732.765000001;1
-996986682;801675.455;5825648.529999999;1
240195323;800755.335;5827143.9;1
-1101072592#1;793152.5449999999;5826173.89;1
-1117926298;801762.495;5825808.645;1
1109107939;794449.655;5824035.779999999;2
-1039463851#2;793002.955;5825015.09;1
61816619;796052.94;5828131.475;2
-1107180833;795234.0700000001;5824883.15;1
1101139243#0;794803.54;5826207.300000001;2
-1107180832;795226.9099999999;5824752.925000001;1
-1107180831;794792.0349999999;5825194.595000001;1
-5368513;801355.505;5826194.515000001;5
4370506#0;793305.19;5823862.395;2
329612224;800128.2649999999;5828476.41;1
-4615212#4;801251.05;5829693.26;1
-30705210;799184.335;5827218.99;2
-1012800873;801990.69;5823240.8149999995;1
96418261#0;794952.935;5825482.99;1
-717177007#1;798976.6799999999;5828945.35;1
-4437185;792316.94;5824803.08;1
-1057180955#2;798312.94;5826520.609999999;2
211052047#0;794974.13;5825146.5600000005;1
-11405307#2;795196.3200000001;5825680.1899999995;1
-111531489;801360.265;5827403.245;2
-1102370004;799826.605;5826393.115;3
-717177007#0;798844.925;5828962.9;1
-28241308#3;793543.685;5827286.755;1
-155069305#3;797085.02;5824684.109999999;1
-4615603;800011.0;5827543.359999999;4
1117606491;798270.175;5825611.75;1
-4442071#0;793205.58;5823432.865;1
-1078972931#2;791932.335;5825737.975;2
-28241308#5;793722.4750000001;5827106.824999999;1
-28241308#4;793597.255;5827220.865;1
-4490370#1;794026.065;5827636.48;1
-146693079;803364.475;5827493.779999999;1
-1110746456;797072.14;5827147.48;3
-338316875#2;796428.555;5823960.074999999;1
-37736292;798999.14;5824174.380000001;2
-182600854;801600.565;5825972.765000001;1
29177662#0;799766.595;5828187.68;4
-707100745#2;797507.58;5826809.210000001;1
-279549312#4;795986.905;5826703.09;5
26472938#0;798004.29;5825433.915;1
1056612571#0;791965.1950000001;5826040.390000001;1
-909979177#0;793222.27;5824148.6;1
-1052698780;799629.345;5830086.585;1
959902781;800385.74;5824566.355;1
-182690326;799290.28;5829235.734999999;2
46672235;800503.52;5823492.54;1
1091625739#0;799501.6599999999;5830299.9;2
-4396233;794297.3049999999;5824581.52;1
-4396234;794388.0449999999;5824734.3149999995;1
-279549312#1;795808.37;5826686.11;1
-279549312#0;795679.77;5826678.015000001;4
-1097482023#3;802743.325;5826964.425000001;1
179019680#0;797662.385;5824209.835;1
-339201177;798365.22;5827942.295;3
-202156991;798438.11;5827998.5600000005;1
-28196824#0;801768.925;5824327.53;1
-137941886#1;802832.55;5828296.324999999;1
-4383334;796435.765;5829977.050000001;1
-36944882#0;794675.49;5829380.75;1
-36944882#1;794875.8;5829430.109999999;2
-1044407954#2;797572.215;5825241.390000001;4
-612748461#0;800418.27;5822957.51;1
4686360#0;799284.435;5824986.26;5
-36944882#2;795186.215;5829508.220000001;2
-63013460;800827.0;5825996.645;4
-4424773#1;795006.135;5829271.9;1
4894106#0;799090.69;5824562.365;1
-1057194828#0;798520.375;5824632.495;1
112442381#0;792727.755;5826137.83;1
1083449382#0;801067.0800000001;5827842.369999999;1
-1120408015;802148.74;5824953.9;2
1101407071#0;794505.645;5827546.08;1
-814837888;794266.385;5824783.14;2
78065411;796771.57;5827808.585;3
-24993933#2;799142.01;5828572.21;2
-169704581#0;795294.15;5828728.84;3
24912614#6;794862.605;5825992.79;1
-4618708;795689.665;5825409.5600000005;1
-32880573#2;793145.58;5824995.62;1
-4618707;795724.2;5825511.075;4
-98996700;792273.9450000001;5826584.41;1
-813947554#0;793752.53;5825357.11;2
370648473;799662.185;5826072.279999999;1
1101185241#0;791617.6699999999;5827523.0600000005;1
-268524821;800997.8200000001;5827488.575;1
-4618705;795363.915;5825314.95;3
-131650082;798290.61;5828953.835;1
-466333680;795762.195;5825615.59;1
1090255584#1;794182.99;5827735.845000001;1
-169704581#1;795335.62;5828658.645;2
-1056888347;797322.1599999999;5824006.975;4
146739793#0;799319.545;5830329.15;1
548994094;797058.135;5823058.625;1
176031323#0;801900.8400000001;5826202.5649999995;2
195337821#0;800023.425;5825746.24;2
-148176599;801629.88;5825316.855;1
-1104596069;792396.87;5824302.43;1
-1110753055#2;797439.61;5826882.83;2
1101072353#0;793062.825;5826091.79;3
-4437141;792724.0549999999;5825182.295;2
840977556#0;799548.7050000001;5824994.345000001;3
-4437140;793296.7150000001;5825200.630000001;1
-335396339#2;795528.785;5825777.8100000005;1
-175152917#2;797080.925;5830445.48;3
-53190775;795588.3200000001;5829232.380000001;1
335479897#0;800640.565;5829984.855;4
-1124139097;802984.51;5827550.725;1
4790801;799525.085;5828244.35;3
-297060623;801304.7050000001;5822910.945;2
-180952487;801959.895;5825193.494999999;4
-180952489;801761.6399999999;5825285.25;1
304162878;799921.425;5828859.470000001;3
-49850635;797525.485;5825851.275;3
-12678107#2;797662.075;5825697.595000001;2
-73310497#2;798254.0449999999;5828982.609999999;1
34057952#3;797206.55;5825563.975;1
-12307403;796422.765;5824069.9350000005;4
-194421314#0;795537.925;5827753.59;1
-1037694028#0;803132.635;5827852.244999999;1
-4606213#3;798593.5;5829595.02;2
30711173;801914.995;5826670.105;2
4773465#0;798760.635;5828052.8149999995;1
-1100646881;797806.785;5830246.18;1
-1079386620#2;797237.51;5827209.515000001;2
940016786#0;799829.09;5829693.125;4
-4437135;793015.345;5825127.645;2
9475290#0;794537.89;5823659.205;1
-41505643;800838.395;5830093.38;1
-4763465;793140.86;5828558.5;4
9475290#2;794538.325;5823814.234999999;1
-1110381402;793088.885;5827318.65;1
-46886607;795559.31;5826533.005;3
-4383365;796993.455;5829535.855;1
-9188885#0;802261.87;5824441.75;3
-8084121;801429.98;5829581.275;3
-814007277;793579.78;5825237.775;1
28426841#4;791902.56;5825225.51;1
495949636#0;801629.725;5823759.405;1
-814007276;793660.78;5825394.67;1
4686104;801695.915;5826138.195;1
-1120380858;799632.72;5827382.66;1
-8084127;801656.61;5829098.485;2
-8084126;801585.29;5829194.26;1
-8084124;801411.05;5829352.71;1
-4615989#2;796336.235;5825933.8149999995;1
309644167#0;796444.46;5826380.145;1
-24772538#1;802341.675;5828522.73;1
-1024040653#0;794177.765;5823810.795;3
-4491995;794375.1499999999;5825511.025;2
-128276157;800255.79;5825461.95;2
-975447064;800776.54;5826340.6;1
4449439#0;794058.8300000001;5825194.1850000005;3
-128276155;800469.335;5825368.91;1
-751604617;796353.87;5826597.235;1
-141128941;792097.6200000001;5825123.605;1
-856982244#0;801729.7;5824905.85;1
95928366#0;797754.8049999999;5823998.01;1
-51175673#0;802330.8300000001;5825405.855;3
-4849535#1;802110.8049999999;5823163.800000001;1
-4515622#2;791757.6;5825992.88;5
169738742#0;798947.05;5825596.595000001;2
24986655#0;797887.5900000001;5825278.039999999;1
-4495002;800885.5249999999;5824956.664999999;1
32935480#0;794046.755;5826979.46;1
168913091#0;796324.0;5825158.32;1
-4495005;800343.74;5824881.63;3
-4495006;800779.825;5824961.6;2
-975447070;800774.875;5826101.5649999995;2
-316749679;802815.6;5826841.125;1
838658279;801799.3049999999;5826243.27;1
-1083506538;801325.475;5827942.96;1
-64455478;792970.71;5824014.84;3
-40646288;803350.625;5827684.77;1
108296073;791619.685;5826838.49;1
-4616569;801603.63;5827684.484999999;1
28426841#10;791628.7150000001;5825127.17;1
-4616570;801731.835;5827288.145;1
-778348345;797509.71;5828928.279999999;3
157658302#0;793792.41;5826299.07;1
-1055413927;800043.55;5828672.3;2
-37764670#2;793731.385;5826474.859999999;1
-176031297#1;802294.34;5825493.675;1
-31525765;793654.415;5827432.48;1
-176273730#2;797041.5549999999;5827663.295;3
-1101405166;798286.62;5829645.720000001;1
-4615216#1;800874.675;5829851.859999999;1
-51196439#5;795499.54;5824554.905;2
-1052675228;798977.67;5829222.135;1
-4615209;800753.075;5829897.67;1
37116781;792471.095;5826374.465;1
-480722136#2;794295.05;5825541.4350000005;1
-1126178286;794973.095;5826414.175000001;3
318888122#0;794726.075;5825513.665;2
-950222545;799038.61;5827877.449999999;1
-1101064703#1;792029.8;5828571.955;1
-1042407361;796690.895;5824441.755;2
-8084125#2;801484.15;5829269.175000001;1
807043983;790897.84;5827907.29;8
1092092686;797455.675;5823001.3;1
776782787#0;800326.365;5823690.46;1
109762287#0;802429.9750000001;5825993.54;1
136814968#0;791502.2;5827506.41;2
-24772627#3;802329.15;5828563.005;1
-1056631475#0;801212.0249999999;5826978.58;4
-108457516;796672.69;5828571.715;6
-858659626;802057.2150000001;5823092.5600000005;1
-155594984#0;800933.4099999999;5822545.66;1
155605276#3;801333.525;5824032.39;1
-948841895;801086.8400000001;5823276.095000001;2
155605276#2;801385.355;5824105.54;1
107780775#0;793987.6;5824366.279999999;1
-312926085;798461.8500000001;5829584.205;3
-1089432666;802596.895;5827257.2;2
155605276#0;801524.185;5824301.73;1
-793150994;795918.21;5824174.890000001;1
156341122#0;795219.04;5827257.385;1
-1089432665;802460.3400000001;5827283.79;1
-1100646850;797762.595;5830726.145;1
-1029435691;798020.025;5824145.92;1
-975759018;796491.46;5829490.29;2
-98399629#0;793669.22;5825160.34;2
692480564#0;793886.6799999999;5828475.865;1
71143836;799947.8300000001;5826451.77;1
-1101405165#1;798170.79;5829604.27;1
-231887171#2;793053.995;5826417.5;1
-34580834#2;799017.31;5829400.855;1
-188468362#1;794811.8999999999;5829095.455;1
-4410148#1;795702.505;5828547.83;2
168913243#0;796373.55;5825262.49;1
-1083745465#0;802753.81;5827323.435;1
-4410148#0;795556.27;5828461.115;2
-4618779;796302.215;5825421.074999999;5
508614987#0;795485.895;5823793.535;1
-32590370;800094.54;5827231.300000001;1
-267542610;798532.145;5828864.244999999;1
-852130988;802220.8300000001;5824577.09;1
-332164880#2;795413.9199999999;5829515.385;2
-169755120#0;797268.02;5823519.12;1
-1115537607;792362.01;5826367.92;1
318889283#0;794655.365;5825517.73;1
-1113112206#2;793672.4550000001;5825929.975;3
1072659579;801801.2150000001;5826339.035;1
-4370499;791764.1799999999;5825299.295;1
-1080200810#2;796809.54;5830684.785;1
4395589#0;793811.9850000001;5824929.130000001;2
-840875318;799530.7949999999;5825234.715;1
-843882003;794694.74;5825347.9;2
-4618785;796577.115;5825565.33;2
-1083745465#1;802624.4850000001;5827376.5649999995;2
151571088;797105.605;5823083.609999999;1
-1101911314;801371.75;5827343.050000001;1
-25369037#2;791891.75;5825929.529999999;2
-40644900;803039.5349999999;5827931.744999999;3
-172780076#2;797834.8300000001;5826199.66;2
-8150977;801028.1;5826844.074999999;1
-4495205#2;792108.405;5827110.765000001;1
-4495205#1;791977.73;5827091.34;1
-4495205#0;791847.675;5827071.515000001;1
-5786178;795051.365;5824085.9350000005;1
-6227658#1;797836.72;5828428.405;1
-292429063#0;797489.135;5827817.8100000005;1
-65426521;799425.775;5826774.365;1
84792464#1;791493.3;5825073.16;1
-4389511#5;791579.8300000001;5824970.98;1
-4606266#3;799450.435;5830204.01;2
836953626#0;793662.69;5824879.46;1
230611053#0;793260.015;5826986.2;4
39839437#0;796958.915;5825933.02;2
-1110752632#1;797346.355;5827118.71;3
52158844#1;796166.03;5824946.95;1
-4588068;798020.86;5824361.195;1
176621905;791327.87;5826506.71;2
1057544125;798242.075;5825973.335000001;1
-1057636474;801116.055;5828007.095;2
195439137#0;801700.535;5826282.0600000005;2
-1123106322#2;797602.605;5827772.47;3
265637901;791648.7749999999;5827634.029999999;1
-31586811#1;797892.685;5830489.484999999;1
-37184616#1;800968.8;5822747.46;3
-4525751#2;794578.86;5824395.3100000005;1
-392739719;794042.425;5826461.595000001;1
362719487#0;794547.935;5825724.9;3
-4616576;801738.9450000001;5827627.470000001;3
-43156728#2;798719.1950000001;5827537.785;1
-25066080;798405.94;5824509.77;1
53175869#0;796032.8999999999;5829329.14;1
-25152446;796153.3049999999;5823530.57;1
