link;x;y;drtVehicles
66514435;794771.405;5827093.495;5
182624147;800561.895;5823637.875;1
30185207;800421.61;5826600.9399999995;1
-237704729#1;796190.005;5829213.475;1
-172959776;798246.645;5830157.15;1
-612748458#0;800123.7150000001;5823094.74;1
-488351330;801510.8;5823413.135;1
30806885;795094.1000000001;5827107.905;1
-69409262;798454.495;5826303.42;1
-4525865;796591.095;5824462.49;3
-4525869;796788.235;5824301.445;2
-55502709;797376.6599999999;5825740.6;1
318888125#0;794562.37;5825484.34;1
-25359021;796267.81;5828904.32;2
314432301#0;795225.7949999999;5825891.46;1
-182693863#3;801811.685;5823996.1;1
-845476767;800648.45;5825105.335;1
-209264200#2;800710.73;5823876.025;1
-1083746142;802514.47;5827556.414999999;3
4782481;802111.375;5827868.925000001;2
-209264200#1;800684.865;5824027.05;2
-1110515752;802394.245;5828456.105;2
-4686238#0;801883.925;5825081.13;1
153150963#0;795309.24;5825576.18;2
-4685885;802513.26;5826554.734999999;1
-4685887;802724.645;5826718.635;1
-59582702#0;800367.525;5823423.655;2
-305732881;796927.69;5830120.325;2
-1055082836;801537.755;5826848.33;7
-4401967#2;797260.565;5827339.32;2
-249453223#0;800816.63;5825029.64;1
28426844#0;792348.9550000001;5825156.125;2
-24241762#3;798954.075;5828750.305;1
-1018891534;802149.155;5823503.970000001;1
4615031#0;800510.27;5829966.25;1
-231883017#2;793284.23;5824967.705;3
866402520;800491.415;5825744.32;1
-276457310;801729.515;5827147.29;1
-4376921#0;795221.51;5827755.775;1
475274767;795432.7549999999;5827588.525;3
-138861604#4;797599.335;5825428.08;3
-37535144#2;794764.82;5825640.3100000005;1
475274765;795436.51;5827586.83;3
-32976592;800607.65;5826609.77;7
-4376921#2;795356.1599999999;5827758.0649999995;1
245198490#0;799168.395;5824559.324999999;1
-195332174;800668.09;5826241.984999999;2
31621011#3;791981.315;5826626.15;2
-1117241331;802521.79;5828038.125;1
-459346126;792053.6;5827297.390000001;2
-694626562;799487.2150000001;5828451.795;1
-195332171;800519.0700000001;5826330.17;2
-4410149#0;795627.8999999999;5828333.365;1
-4410149#1;795776.34;5828419.725;1
-42689935#2;797237.8049999999;5830259.995;4
-400740388#0;800086.4550000001;5823500.75;1
-327756257#0;798138.825;5826758.33;1
-24215974;799294.58;5826476.48;1
-39841056#2;801254.55;5825158.800000001;1
-875929570#2;797688.335;5826237.38;1
-189037368#2;800138.0700000001;5827319.515000001;1
1101407068;794771.375;5827373.485;4
-4840859;798891.03;5827205.325;1
-1056611594#1;791741.0549999999;5825841.415;1
-806822590;798610.0800000001;5825961.355;3
-104511823;800725.4199999999;5823385.21;1
831659093;798484.87;5828231.615;1
-4480558#2;791135.965;5825885.465;2
172664316;800298.8999999999;5822499.15;3
246136582#3;799826.105;5824475.17;15
4413665;795060.095;5827223.78;1
